isLong,bias1,bias2,prob
true,-1,-1,0.02446937164057352
true,-1,-5,0.03058671455071682
true,-1,5,0.03058671455071682
true,-1,1,0.02446937164057352
true,-1,0,0.012234685820286695
true,-5,-1,0.010053732924452885
true,-5,-5,0.01256716615556603
true,-5,5,0.01256716615556603
true,-5,1,0.010053732924452885
true,-5,0,0.005026866462226407
true,5,-1,0.07049137660997672
true,5,-5,0.0881142207624708
true,5,5,0.0881142207624708
true,5,1,0.07049137660997672
true,5,0,0.035245688304988386
true,1,-1,0.038048895894913046
true,1,-5,0.04756111986864126
true,1,5,0.04756111986864126
true,1,1,0.038048895894913046
true,1,0,0.019024447947456606
true,0,-1,0.015654016006415115
true,0,-5,0.019567520008018893
true,0,5,0.019567520008018893
true,0,1,0.015654016006415115
true,0,0,0.00782700800320753
false,-1,-1,0.00394028311226925
false,-1,-5,0.0049253538903365575
false,-1,5,0.0049253538903365575
false,-1,1,0.00394028311226925
false,-1,0,0.001970141556134621
false,-5,-1,0.00030489824862465104
false,-5,-5,0.0003811228107808138
false,-5,5,0.0003811228107808138
false,-5,1,0.00030489824862465104
false,-5,0,0.00015244912431232522
false,5,-1,0.02350450213358689
false,5,-5,0.029380627666983638
false,5,5,0.029380627666983638
false,5,1,0.02350450213358689
false,5,0,0.011752251066793423
false,1,-1,0.010169250568305744
false,1,-5,0.012711563210382203
false,1,5,0.012711563210382203
false,1,1,0.010169250568305744
false,1,0,0.005084625284152844
false,0,-1,0.00336367286088257
false,0,-5,0.0042045910761032085
false,0,5,0.0042045910761032085
false,0,1,0.00336367286088257
false,0,0,0.0016818364304412876
