isLong,bias1,bias2,prob
true,-1,-1,0.023714184585682644
true,-1,-5,0.029642730732103568
true,-1,5,0.029642730732103568
true,-1,1,0.023714184585682644
true,-1,0,0.011857092292840831
true,-5,-1,0.010568343960705436
true,-5,-5,0.013210429950881265
true,-5,5,0.013210429950881265
true,-5,1,0.010568343960705436
true,-5,0,0.0052841719803531206
true,5,-1,0.051024644945343686
true,5,-5,0.06378080618167954
true,5,5,0.06378080618167954
true,5,1,0.051024644945343686
true,5,0,0.025512322472672225
true,1,-1,0.03290731569658381
true,1,-5,0.04113414462072965
true,1,5,0.04113414462072965
true,1,1,0.03290731569658381
true,1,0,0.016453657848292058
true,0,-1,0.014330161342371361
true,0,-5,0.01791270167796393
true,0,5,0.01791270167796393
true,0,1,0.014330161342371361
true,0,0,0.007165080671186368
false,-1,-1,0.007213833819589591
false,-1,-5,0.00901729227448682
false,-1,5,0.00901729227448682
false,-1,1,0.007213833819589591
false,-1,0,0.003606916909794789
false,-5,-1,0.0009506506622435295
false,-5,-5,0.0011883133278044107
false,-5,5,0.0011883133278044107
false,-5,1,0.0009506506622435295
false,-5,0,0.0004753253311217655
false,5,-1,0.03821745466155834
false,5,-5,0.04777181832694788
false,5,5,0.04777181832694788
false,5,1,0.03821745466155834
false,5,0,0.019108727330779323
false,1,-1,0.015552906169572054
false,1,-5,0.019441132711964952
false,1,5,0.019441132711964952
false,1,1,0.015552906169572054
false,1,0,0.007776453084785915
false,0,-1,0.005520504156349893
false,0,-5,0.00690063019543736
false,0,5,0.00690063019543736
false,0,1,0.005520504156349893
false,0,0,0.0027602520781749417
