isLong,bias1,bias2,prob
true,-1,-1,0.024662415695971843
true,-1,-5,0.03082801961996472
true,-1,5,0.03082801961996472
true,-1,1,0.024662415695971843
true,-1,0,0.012331207847985581
true,-5,-1,0.013382182221416235
true,-5,-5,0.016727727776770694
true,-5,5,0.016727727776770694
true,-5,1,0.013382182221416235
true,-5,0,0.0066910911107079685
true,5,-1,0.0422918964106032
true,5,-5,0.052864870513254
true,5,5,0.052864870513254
true,5,1,0.0422918964106032
true,5,0,0.021145948205301468
true,1,-1,0.0313450151713634
true,1,-5,0.03918126896420432
true,1,5,0.03918126896420432
true,1,1,0.0313450151713634
true,1,0,0.01567250758568145
true,0,-1,0.01423426655852189
true,0,-5,0.017792833198152315
true,0,5,0.017792833198152315
true,0,1,0.01423426655852189
true,0,0,0.007117133279261248
false,-1,-1,0.008815343038371677
false,-1,-5,0.01101917879796491
false,-1,5,0.01101917879796491
false,-1,1,0.008815343038371677
false,-1,0,0.004407671519185944
false,-5,-1,0.001470294043439537
false,-5,-5,0.0018378675542994195
false,-5,5,0.0018378675542994195
false,-5,1,0.001470294043439537
false,-5,0,0.0007351470217197698
false,5,-1,0.04004788131560228
false,5,-5,0.05005985164450281
false,5,5,0.05005985164450281
false,5,1,0.04004788131560228
false,5,0,0.02002394065780098
false,1,-1,0.017337538067916457
false,1,-5,0.02167192258489559
false,1,5,0.02167192258489559
false,1,1,0.017337538067916457
false,1,0,0.008668769033958397
false,0,-1,0.006413167476793534
false,0,-5,0.008016459345991846
false,0,5,0.008016459345991846
false,0,1,0.006413167476793534
false,0,0,0.0032065837383967615
