isLong,bias1,bias2,prob
true,-1,-1,0.025850193307454288
true,-1,-5,0.03231274163431783
true,-1,5,0.03231274163431783
true,-1,1,0.025850193307454288
true,-1,0,0.012925096653727108
true,-5,-1,0.015347600081323586
true,-5,-5,0.019184500101654515
true,-5,5,0.019184500101654515
true,-5,1,0.015347600081323586
true,-5,0,0.007673800040661806
true,5,-1,0.053494214691493985
true,5,-5,0.06686776836436742
true,5,5,0.06686776836436742
true,5,1,0.053494214691493985
true,5,0,0.02674710734574692
true,1,-1,0.03425659583067248
true,1,-5,0.042820744788340595
true,1,5,0.042820744788340595
true,1,1,0.03425659583067248
true,1,0,0.01712829791533633
true,0,-1,0.015169990542351713
true,0,-5,0.018962488177939624
true,0,5,0.018962488177939624
true,0,1,0.015169990542351713
true,0,0,0.007584995271175849
false,-1,-1,0.006161715566407372
false,-1,-5,0.007702144458009194
false,-1,5,0.007702144458009194
false,-1,1,0.006161715566407372
false,-1,0,0.0030808577832036857
false,-5,-1,0.0007985556853270384
false,-5,-5,0.0009981946066587972
false,-5,5,0.0009981946066587972
false,-5,1,0.0007985556853270384
false,-5,0,0.00039927784266351917
false,5,-1,0.030813299420460613
false,5,-5,0.03851662427557573
false,5,5,0.03851662427557573
false,5,1,0.030813299420460613
false,5,0,0.015406649710230291
false,1,-1,0.013367212830024199
false,1,-5,0.016709016037530205
false,1,5,0.016709016037530205
false,1,1,0.013367212830024199
false,1,0,0.006683606415012028
false,0,-1,0.004740622044484914
false,0,-5,0.005925777555606136
false,0,5,0.005925777555606136
false,0,1,0.004740622044484914
false,0,0,0.002370311022242461
