isLong,bias1,bias2,prob
true,-1,-1,0.0256113579430527
true,-1,-5,0.03435774052092843
true,-1,5,0.02795847411837052
true,-1,1,0.024241613768386593
true,-1,0,0.012463242927859846
true,-5,-1,0.0071457290128725155
true,-5,-5,0.01100564497293173
true,-5,5,0.005437661828502473
true,-5,1,0.006008916428274874
true,-5,0,0.0032886613602868273
true,5,-1,0.09537246769058987
true,5,-5,0.11378994821500744
true,5,5,0.12794548508810227
true,5,1,0.0980158789518989
true,5,0,0.04834708666062182
true,1,-1,0.04455057466953997
true,1,-5,0.05544627581120031
true,1,5,0.0558698546216808
true,1,1,0.04450232967676492
true,1,0,0.022263226086576174
true,0,-1,0.01729939682683313
true,0,-5,0.0222687194908183
true,0,5,0.020456561640983594
true,0,1,0.016880828078608266
true,0,0,0.00854505622636036
false,-1,-1,0.0007511274898927287
false,-1,-5,0.0001886524057413917
false,-1,5,0.0022982567936166895
false,-1,1,0.0012383998695937371
false,-1,0,0.0004973818398716162
false,-5,-1,0.00003838408673052415
false,-5,-5,0.000009640507638635069
false,-5,5,0.00011744542608578807
false,-5,1,0.00006328466024901381
false,-5,0,0.0000254171867448845
false,5,-1,0.004343750611460053
false,5,-5,0.0010909719239667445
false,5,5,0.013290758875021914
false,5,1,0.0071616340277308775
false,5,0,0.0028763461597977316
false,1,-1,0.0019123623985212914
false,1,-5,0.00048030696783836724
false,1,5,0.0058513367349747065
false,1,1,0.0031529525637291685
false,1,0,0.0012663287405626144
false,0,-1,0.0006452212485235722
false,0,-5,0.00016205310337772346
false,0,5,0.001974210953212375
false,0,1,0.0010637899967485072
false,0,0,0.00042725281131801975
