isLong,bias1,bias2,prob
true,-1,-1,0.0248782662914561
true,-1,-5,0.032618650474257105
true,-1,5,0.0285241084623598
true,-1,1,0.024035940857837813
true,-1,0,0.012228551787323405
true,-5,-1,0.005566809334112793
true,-5,-5,0.008546138065929595
true,-5,5,0.004286649910725149
true,-5,1,0.0046994210472109735
true,-5,0,0.0025665575953309483
true,5,-1,0.10301859587698488
true,5,-5,0.1202629459871561
true,5,5,0.14325096136789628
true,5,1,0.10779253000705659
true,5,0,0.052702781471010644
true,1,-1,0.046829113179898296
true,1,-5,0.05641477886734408
true,1,5,0.06212736684019502
true,1,1,0.04800460338613302
true,1,0,0.0237084291415079
true,0,-1,0.01758736000965478
true,0,-5,0.021984200012068727
true,0,5,0.02198420001206853
true,0,1,0.017587360009654905
true,0,0,0.008793680004827388
