isLong,bias1,bias2,prob
true,-1,-1,0.023796214721216614
true,-1,-5,0.029745268401519576
true,-1,5,0.029745268401519576
true,-1,1,0.023796214721216614
true,-1,0,0.011898107360607809
true,-5,-1,0.010587046944645014
true,-5,-5,0.013233808680806489
true,-5,5,0.013233808680806489
true,-5,1,0.010587046944645014
true,-5,0,0.005293523472322957
true,5,-1,0.041152447448582936
true,5,-5,0.05144055931072867
true,5,5,0.05144055931072867
true,5,1,0.041152447448582936
true,5,0,0.020576223724291923
true,1,-1,0.031128545356288093
true,1,-5,0.038910681695359564
true,1,5,0.038910681695359564
true,1,1,0.031128545356288093
true,1,0,0.015564272678142484
true,0,-1,0.013995017252042944
true,0,-5,0.01749377156505284
true,0,5,0.01749377156505284
true,0,1,0.013995017252042944
true,0,0,0.00699750862602328
false,-1,-1,0.009580834219329405
false,-1,-5,0.011976042774160756
false,-1,5,0.011976042774160756
false,-1,1,0.009580834219329405
false,-1,0,0.004790417109665106
false,-5,-1,0.0015995565745374812
false,-5,-5,0.0019994457181718495
false,-5,5,0.0019994457181718495
false,-5,1,0.0015995565745374812
false,-5,0,0.0007997782872687391
false,5,-1,0.042547079931107706
false,5,-5,0.053183849913884154
false,5,5,0.053183849913884154
false,5,1,0.042547079931107706
false,5,0,0.02127353996555289
false,1,-1,0.01867303849571652
false,1,-5,0.02334129811964513
false,1,5,0.02334129811964513
false,1,1,0.01867303849571652
false,1,0,0.00933651924785893
false,0,-1,0.006940219056534844
false,0,-5,0.008675273820668777
false,0,5,0.008675273820668777
false,0,1,0.006940219056534844
false,0,0,0.0034701095282674154
