isLong,bias1,bias2,prob
true,-1,-1,0.02224796804823135
true,-1,-5,0.03768101950490681
true,-1,5,0.006727380313088308
true,-1,1,0.01566511182498883
true,-1,0,0.009539072624868075
true,-5,-1,0.004953746346995842
true,-5,-5,0.009290352302255823
true,-5,5,0.0013348447094266957
true,-5,1,0.00328781001590015
true,-5,0,0.0020575191437373175
true,5,-1,0.08128691857851905
true,5,-5,0.12920393986931739
true,5,5,0.030753638653869604
true,5,1,0.06088139319132525
true,5,0,0.03585611873614278
true,1,-1,0.0389316205917802
true,1,-5,0.06312247068009573
true,1,5,0.01286660371166734
true,1,1,0.02826274747629598
true,1,0,0.016949091060671106
true,0,-1,0.015181215817060816
true,0,-5,0.025067796150339636
true,0,5,0.004794517601868409
true,0,1,0.01086692458971893
true,0,0,0.006564302967744662
false,-1,-1,0.005444502835227545
false,-1,-5,0.00416569628884964
false,-1,5,0.009089469215252537
false,-1,1,0.006320897473145858
false,-1,0,0.0029592697948171856
false,-5,-1,0.0005373818174445992
false,-5,-5,0.0004426801728501154
false,-5,5,0.0008492073860662241
false,-5,1,0.0006091618011950696
false,-5,0,0.0002883195588706457
false,5,-1,0.03851142951956256
false,5,-5,0.029061555677036076
false,5,5,0.06689458026912223
false,5,1,0.04523824549400361
false,5,0,0.021045615512556265
false,1,-1,0.013803443996423734
false,1,-5,0.010381482451321367
false,1,5,0.02383545557358331
false,1,1,0.01619768758817473
false,1,0,0.007541149612257211
false,0,-1,0.0045274353313164385
false,0,-5,0.003426825560603735
false,0,5,0.007698508917534486
false,0,1,0.005287859577653829
false,0,0,0.002468014064315801
