isLong,bias1,bias2,prob
true,-1,-1,0.023337190091893625
true,-1,-5,0.035115605189102186
true,-1,5,0.018576900309440734
true,-1,1,0.019616814306940664
true,-1,0,0.010738501099708583
true,-5,-1,0.004028736195992686
true,-5,-5,0.006544922980017716
true,-5,5,0.0023941187233489673
true,-5,1,0.003122497166700646
true,-5,0,0.001787808340673322
true,5,-1,0.10051898368635605
true,5,-5,0.1411223743094514
true,5,5,0.09779099873131569
true,5,1,0.09061171474625715
true,5,0,0.04778267460815337
true,1,-1,0.04579901979204164
true,1,-5,0.06561670263593217
true,1,5,0.04212015561035142
true,1,1,0.04039046680498502
true,1,0,0.02154737164925661
true,0,-1,0.01693408150984432
true,0,-5,0.024812050022787222
true,0,5,0.014624772689185828
true,0,1,0.014615376659733918
true,0,0,0.007887364542394555
false,-1,-1,0.0014832425902975097
false,-1,-5,0.0006088839122321457
false,-1,5,0.0039418282518358504
false,-1,1,0.0021573271409568873
false,-1,0,0.0009101424328135995
false,-5,-1,0.00006715454405892618
false,-5,-5,0.000027810971847159544
false,-5,5,0.0001779348967440774
false,-5,1,0.00009744215081406395
false,-5,0,0.00004114917371824752
false,5,-1,0.009594361680213808
false,5,-5,0.003933801945644582
false,5,5,0.025508176703841583
false,5,1,0.013959221239375168
false,5,0,0.005888395729897254
false,1,-1,0.004213855341738347
false,1,-5,0.0017270883763134761
false,1,5,0.01120462924461087
false,1,1,0.006131518755001139
false,1,0,0.002586343524184878
false,0,-1,0.001352798856958131
false,0,-5,0.0005547102949639706
false,0,5,0.0035965342010331686
false,0,1,0.001968196739839585
false,0,0,0.0008302488991994301
