isLong,bias1,bias2,prob
true,-1,-1,0.022779540030626967
true,-1,-5,0.02847442503828368
true,-1,5,0.02847442503828368
true,-1,1,0.022779540030626967
true,-1,0,0.011389770015313574
true,-5,-1,0.006347823195546905
true,-5,-5,0.007934778994433673
true,-5,5,0.007934778994433673
true,-5,1,0.006347823195546905
true,-5,0,0.003173911597773452
true,5,-1,0.08509722759037734
true,5,-5,0.10637153448797158
true,5,5,0.10637153448797158
true,5,1,0.08509722759037734
true,5,0,0.042548613795188595
true,1,-1,0.04139144149797486
true,1,-5,0.051739301872468425
true,1,5,0.051739301872468425
true,1,1,0.04139144149797486
true,1,0,0.020695720748987425
true,0,-1,0.015898215862042164
true,0,-5,0.019872769827552688
true,0,5,0.019872769827552688
true,0,1,0.015898215862042164
true,0,0,0.007949107931021054
false,-1,-1,0.00238435071662185
false,-1,-5,0.0029804383957773095
false,-1,5,0.0029804383957773095
false,-1,1,0.00238435071662185
false,-1,0,0.0011921753583109247
false,-5,-1,0.00010966110196334512
false,-5,-5,0.00013707637745418127
false,-5,5,0.00013707637745418127
false,-5,1,0.00010966110196334512
false,-5,0,0.000054830550981672656
false,5,-1,0.016418183221526647
false,5,-5,0.02052272902690827
false,5,5,0.02052272902690827
false,5,1,0.016418183221526647
false,5,0,0.008209091610763278
false,1,-1,0.007308266958417625
false,1,-5,0.009135333698022038
false,1,5,0.009135333698022038
false,1,1,0.007308266958417625
false,1,0,0.003654133479208819
false,0,-1,0.002265289824902371
false,0,-5,0.0028316122811279615
false,0,5,0.0028316122811279615
false,0,1,0.002265289824902371
false,0,0,0.0011326449124511874
