isLong,bias1,bias2,prob
true,-1,-1,0.02076427828921166
true,-1,-5,0.031420301450292086
true,-1,5,0.009626111082960506
true,-1,1,0.01623666071692495
true,-1,0,0.009337115221923833
true,-5,-1,0.003367719079978436
true,-5,-5,0.005918677568025511
true,-5,5,0.001276094502599188
true,-5,1,0.0024211519949684725
true,-5,0,0.0014489031557168622
true,5,-1,0.10164895290939549
true,5,-5,0.14130342186748235
true,5,5,0.057848142647153114
true,5,1,0.08453444536298547
true,5,0,0.047068733762331304
true,1,-1,0.04226474266769578
true,1,-5,0.06014296368408451
true,1,5,0.021892227684879455
true,1,1,0.034302251045568555
true,1,0,0.019362592787624602
true,0,-1,0.015355534676612012
true,0,-5,0.022418366131008224
true,0,5,0.007542374964075935
true,0,1,0.012257593550795344
true,0,0,0.006978015475797179
false,-1,-1,0.0028316852485221313
false,-1,-5,0.0016120397728444905
false,-1,5,0.006723512417458704
false,-1,1,0.0037590831497187997
false,-1,0,0.0016474168493495118
false,-5,-1,0.00016832546123993347
false,-5,-5,0.00010114581786206588
false,-5,5,0.00038574580641871826
false,-5,1,0.0002194674978332444
false,-5,0,0.00009697225697764045
false,5,-1,0.02377776254419137
false,5,-5,0.013402598553811599
false,5,5,0.05731305482374523
false,5,1,0.03174862377639057
false,5,0,0.013873396550504118
false,1,-1,0.008524833565629062
false,1,-5,0.00479083436271447
false,1,5,0.02059645808813337
false,1,1,0.01139535410260431
false,1,0,0.004976888284928115
false,0,-1,0.002605302566025162
false,0,-5,0.0014709194678231517
false,0,5,0.006249342289290473
false,0,1,0.0034729499145569834
false,0,0,0.0015189145513355216
