isLong,bias1,bias2,prob
true,-1,-1,0.024347319575583982
true,-1,-5,0.038317364865505465
true,-1,5,0.01661149263504313
true,-1,1,0.019595766424854992
true,-1,0,0.010985771500109785
true,-5,-1,0.006572012397473658
true,-5,-5,0.010852459424139977
true,-5,5,0.0036163826527994716
true,-5,1,0.0050030612640778824
true,-5,0,0.0028937684153879026
true,5,-1,0.08392013336171648
true,5,-5,0.12372557166058415
true,5,5,0.07223498008002084
true,5,1,0.07284830803076674
true,5,0,0.03919211034812094
true,1,-1,0.040747895091959946
true,1,-5,0.061978069378357106
true,1,5,0.031571279727618945
true,1,1,0.03409158419282078
true,1,0,0.018709869821195126
true,0,-1,0.016132870027452006
true,0,-5,0.02494920541931028
true,0,5,0.01177605355999829
true,0,1,0.013247337155994746
true,0,0,0.007345051795861722
false,-1,-1,0.003531909753277505
false,-1,-5,0.0017779697399877964
false,-1,5,0.008736899839878654
false,-1,1,0.004879985910615652
false,-1,0,0.0021029739159732865
false,-5,-1,0.0002979973115743787
false,-5,-5,0.00015589819647597044
false,-5,5,0.0007255427894357026
false,-5,1,0.0004071554771549597
false,-5,0,0.00017628819718233484
false,5,-1,0.01979130630216258
false,5,-5,0.009904271076409173
false,5,5,0.04907400144860374
false,5,1,0.027391311717847897
false,5,0,0.011795654505002598
false,1,-1,0.00850497991065019
false,1,-5,0.004249679054685446
false,1,5,0.021101641044250087
false,1,1,0.01177607616849828
false,1,0,0.005070264019787111
false,0,-1,0.0029001301768747283
false,0,-5,0.0014525396912081876
false,0,5,0.00718869771568794
false,0,1,0.00401285974864219
false,0,0,0.0017282474813792303
