,numExp,stick1,stick2,judge,agentBias,nSticks,p_isLong_1,p_isLong_2,delta
29,14,0.5,0.1,J1,5.0,5.0,0.32147305464116643,0.21220475304237602,-0.10926830159879042
30,15,0.5,0.1,J0,10.0,3.0,0.5468277945619334,0.2,-0.3468277945619334
31,15,0.5,0.1,J1,10.0,3.0,0.09254154320044823,0.0070580284104212335,-0.085483514790027
32,16,0.5,0.1,J0,10.0,4.0,0.5294117647058824,0.2562396006655574,-0.27317216404032496
33,16,0.5,0.1,J1,10.0,4.0,0.10809070178671491,0.03312019281408252,-0.07497050897263238
34,17,0.5,0.1,J0,10.0,5.0,0.5284598122880865,0.3096517412935319,-0.21880807099455457
35,17,0.5,0.1,J1,10.0,5.0,0.1584181953285666,0.08862436050617951,-0.06979383482238709
36,18,0.5,0.2,J0,2.0,3.0,0.5468277945619334,0.30000000000000004,-0.24682779456193338
37,18,0.5,0.2,J1,2.0,3.0,0.3922802043383459,0.26107232708260525,-0.13120787725574062
38,19,0.5,0.2,J0,2.0,4.0,0.5294117647058824,0.32113144758735446,-0.2082803171185279
39,19,0.5,0.2,J1,2.0,4.0,0.41480806571654955,0.30991582119625943,-0.10489224452029011
40,20,0.5,0.2,J0,2.0,5.0,0.5284598122880865,0.3666169154228855,-0.16184289686520098
41,20,0.5,0.2,J1,2.0,5.0,0.43803472257061654,0.35236367660253126,-0.08567104596808528
42,21,0.5,0.2,J0,5.0,3.0,0.5468277945619334,0.30000000000000004,-0.24682779456193338
43,21,0.5,0.2,J1,5.0,3.0,0.2292941716347052,0.11191003564288231,-0.11738413599182289
44,22,0.5,0.2,J0,5.0,4.0,0.5294117647058824,0.32113144758735446,-0.2082803171185279
45,22,0.5,0.2,J1,5.0,4.0,0.270196928567846,0.2086882000073678,-0.061508728560478204
46,23,0.5,0.2,J0,5.0,5.0,0.5284598122880865,0.3666169154228855,-0.16184289686520098
47,23,0.5,0.2,J1,5.0,5.0,0.32147305464116643,0.2981262864140927,-0.02334676822707371
48,24,0.5,0.2,J0,10.0,3.0,0.5468277945619334,0.30000000000000004,-0.24682779456193338
49,24,0.5,0.2,J1,10.0,3.0,0.09254154320044823,0.021996466960143877,-0.07054507624030436
50,25,0.5,0.2,J0,10.0,4.0,0.5294117647058824,0.32113144758735446,-0.2082803171185279
51,25,0.5,0.2,J1,10.0,4.0,0.10809070178671491,0.07136732027596088,-0.036723381510754036
52,26,0.5,0.2,J0,10.0,5.0,0.5284598122880865,0.3666169154228855,-0.16184289686520098
53,26,0.5,0.2,J1,10.0,5.0,0.1584181953285666,0.16305449968438626,0.004636304355819659
54,27,0.5,0.3,J0,2.0,3.0,0.5468277945619334,0.4,-0.1468277945619334
55,27,0.5,0.3,J1,2.0,3.0,0.3922802043383459,0.3898722431065624,-0.0024079612317834953
56,28,0.5,0.3,J0,2.0,4.0,0.5294117647058824,0.38935108153078213,-0.14006068317510023
57,28,0.5,0.3,J1,2.0,4.0,0.41480806571654955,0.41016108999007134,-0.0046469757264782086
58,29,0.5,0.3,J0,2.0,5.0,0.5284598122880865,0.42288557213930356,-0.10557424014878292
59,29,0.5,0.3,J1,2.0,5.0,0.43803472257061654,0.42471712703268827,-0.013317595537928273
60,30,0.5,0.3,J0,5.0,3.0,0.5468277945619334,0.4,-0.1468277945619334
61,30,0.5,0.3,J1,5.0,3.0,0.2292941716347052,0.23963978587743312,0.010345614242727924
62,31,0.5,0.3,J0,5.0,4.0,0.5294117647058824,0.38935108153078213,-0.14006068317510023
63,31,0.5,0.3,J1,5.0,4.0,0.270196928567846,0.34426690478086663,0.07406997621302064
64,32,0.5,0.3,J0,5.0,5.0,0.5284598122880865,0.42288557213930356,-0.10557424014878292
65,32,0.5,0.3,J1,5.0,5.0,0.32147305464116643,0.4006277435480816,0.07915468890691518
66,33,0.5,0.3,J0,10.0,3.0,0.5468277945619334,0.4,-0.1468277945619334
67,33,0.5,0.3,J1,10.0,3.0,0.09254154320044823,0.07850533141951833,-0.014036211780929897
68,34,0.5,0.3,J0,10.0,4.0,0.5294117647058824,0.38935108153078213,-0.14006068317510023
69,34,0.5,0.3,J1,10.0,4.0,0.10809070178671491,0.18473855541182196,0.07664785362510705
70,35,0.5,0.3,J0,10.0,5.0,0.5284598122880865,0.42288557213930356,-0.10557424014878292
71,35,0.5,0.3,J1,10.0,5.0,0.1584181953285666,0.29452590682833,0.13610771149976342
72,36,0.5,0.4,J0,2.0,3.0,0.5468277945619334,0.5,-0.04682779456193342
73,36,0.5,0.4,J1,2.0,3.0,0.3922802043383459,0.5316192498404451,0.1393390455020992
74,37,0.5,0.4,J0,2.0,4.0,0.5294117647058824,0.4575707154742096,-0.07184104923167278
75,37,0.5,0.4,J1,2.0,4.0,0.41480806571654955,0.5093733380917297,0.09456527237518014
76,38,0.5,0.4,J0,2.0,5.0,0.5284598122880865,0.4783084577114429,-0.05015135457664355
77,38,0.5,0.4,J1,2.0,5.0,0.43803472257061654,0.5006537194522378,0.06261899688162126
78,39,0.5,0.4,J0,5.0,3.0,0.5468277945619334,0.5,-0.04682779456193342
79,39,0.5,0.4,J1,5.0,3.0,0.2292941716347052,0.4844012469026374,0.2551070752679322
80,40,0.5,0.4,J0,5.0,4.0,0.5294117647058824,0.4575707154742096,-0.07184104923167278
81,40,0.5,0.4,J1,5.0,4.0,0.270196928567846,0.5111158987489388,0.24091897018109282
82,41,0.5,0.4,J0,5.0,5.0,0.5284598122880865,0.4783084577114429,-0.05015135457664355
83,41,0.5,0.4,J1,5.0,5.0,0.32147305464116643,0.5158345198447544,0.19436146520358794
84,42,0.5,0.4,J0,10.0,3.0,0.5468277945619334,0.5,-0.04682779456193342
85,42,0.5,0.4,J1,10.0,3.0,0.09254154320044823,0.32904553490973754,0.23650399170928932
86,43,0.5,0.4,J0,10.0,4.0,0.5294117647058824,0.4575707154742096,-0.07184104923167278
87,43,0.5,0.4,J1,10.0,4.0,0.10809070178671491,0.43215038773494324,0.3240596859482283
88,44,0.5,0.4,J0,10.0,5.0,0.5284598122880865,0.4783084577114429,-0.05015135457664355
89,44,0.5,0.4,J1,10.0,5.0,0.1584181953285666,0.49260368039330443,0.33418548506473783
90,45,0.5,0.5,J0,2.0,3.0,0.5468277945619334,0.5161290322580645,-0.03069876230386892
91,45,0.5,0.5,J1,2.0,3.0,0.3922802043383459,0.6365517189387327,0.24427151460038687
92,46,0.5,0.5,J0,2.0,4.0,0.5294117647058824,0.5475819032761309,0.018170138570248517
93,46,0.5,0.5,J1,2.0,4.0,0.41480806571654955,0.6201619687099469,0.20535390299339734
94,47,0.5,0.5,J0,2.0,5.0,0.5284598122880865,0.5309926703465748,0.002532858058488352
95,47,0.5,0.5,J1,2.0,5.0,0.43803472257061654,0.5788133024375592,0.1407785798669427
96,48,0.5,0.5,J0,5.0,3.0,0.5468277945619334,0.5161290322580645,-0.03069876230386892
97,48,0.5,0.5,J1,5.0,3.0,0.2292941716347052,0.6732978332314948,0.4440036615967896
98,49,0.5,0.5,J0,5.0,4.0,0.5294117647058824,0.5475819032761309,0.018170138570248517
99,49,0.5,0.5,J1,5.0,4.0,0.270196928567846,0.7122026910128341,0.44200576244498807
100,50,0.5,0.5,J0,5.0,5.0,0.5284598122880865,0.5309926703465748,0.002532858058488352
101,50,0.5,0.5,J1,5.0,5.0,0.32147305464116643,0.6323681411049213,0.3108950864637549
102,51,0.5,0.5,J0,10.0,3.0,0.5468277945619334,0.5161290322580645,-0.03069876230386892
103,51,0.5,0.5,J1,10.0,3.0,0.09254154320044823,0.6590051312324811,0.5664635880320328
104,52,0.5,0.5,J0,10.0,4.0,0.5294117647058824,0.5475819032761309,0.018170138570248517
105,52,0.5,0.5,J1,10.0,4.0,0.10809070178671491,0.8187167361858063,0.7106260343990914
106,53,0.5,0.5,J0,10.0,5.0,0.5284598122880865,0.5309926703465748,0.002532858058488352
107,53,0.5,0.5,J1,10.0,5.0,0.1584181953285666,0.7075000870054472,0.5490818916768806
108,54,0.6,0.0,J0,2.0,3.0,0.6132930513595166,0.19999999999999998,-0.41329305135951666
109,54,0.6,0.0,J1,2.0,3.0,0.480988883297143,0.14953131702363498,-0.33145756627350803
110,55,0.6,0.0,J0,2.0,4.0,0.5809092867916396,0.24292845257903503,-0.3379808342126045
111,55,0.6,0.0,J1,2.0,4.0,0.48318781591900206,0.22556271963427563,-0.2576250962847264
112,56,0.6,0.0,J0,2.0,5.0,0.574617942376046,0.3034825870646765,-0.2711353553113695
113,56,0.6,0.0,J1,2.0,5.0,0.4999331667827436,0.28185820137629397,-0.2180749654064496
114,57,0.6,0.0,J0,5.0,3.0,0.6132930513595166,0.19999999999999998,-0.41329305135951666
115,57,0.6,0.0,J1,5.0,3.0,0.35366234746926145,0.06352870511229565,-0.2901336423569658
116,58,0.6,0.0,J0,5.0,4.0,0.5809092867916396,0.24292845257903503,-0.3379808342126045
117,58,0.6,0.0,J1,5.0,4.0,0.3563981599949014,0.12668606536736912,-0.22971209462753225
118,59,0.6,0.0,J0,5.0,5.0,0.574617942376046,0.3034825870646765,-0.2711353553113695
119,59,0.6,0.0,J1,5.0,5.0,0.3934672503636837,0.20227316820841562,-0.19119408215526806
120,60,0.6,0.0,J0,10.0,3.0,0.6132930513595166,0.19999999999999998,-0.41329305135951666
121,60,0.6,0.0,J1,10.0,3.0,0.2408678680332734,0.01537119326935956,-0.22549667476391383
122,61,0.6,0.0,J0,10.0,4.0,0.5809092867916396,0.24292845257903503,-0.3379808342126045
123,61,0.6,0.0,J1,10.0,4.0,0.2089184112570577,0.04266377811847016,-0.16625463313858754
124,62,0.6,0.0,J0,10.0,5.0,0.574617942376046,0.3034825870646765,-0.2711353553113695
125,62,0.6,0.0,J1,10.0,5.0,0.2481228604141063,0.0933243182102677,-0.1547985422038386
126,63,0.6,0.1,J0,2.0,3.0,0.6132930513595166,0.30000000000000004,-0.31329305135951657
127,63,0.6,0.1,J1,2.0,3.0,0.480988883297143,0.25250273525158357,-0.22848614804555945
128,64,0.6,0.1,J0,2.0,4.0,0.5809092867916396,0.3178036605657238,-0.26310562622591577
129,64,0.6,0.1,J1,2.0,4.0,0.48318781591900206,0.3102440839068275,-0.17294373201217456
130,65,0.6,0.1,J0,2.0,5.0,0.574617942376046,0.3623383084577111,-0.21227963391833493
131,65,0.6,0.1,J1,2.0,5.0,0.4999331667827436,0.3527824242099472,-0.14715074257279637
132,66,0.6,0.1,J0,5.0,3.0,0.6132930513595166,0.30000000000000004,-0.31329305135951657
133,66,0.6,0.1,J1,5.0,3.0,0.35366234746926145,0.1269237900817425,-0.22673855738751894
134,67,0.6,0.1,J0,5.0,4.0,0.5809092867916396,0.3178036605657238,-0.26310562622591577
135,67,0.6,0.1,J1,5.0,4.0,0.3563981599949014,0.2067142423746396,-0.14968391762026179
136,68,0.6,0.1,J0,5.0,5.0,0.574617942376046,0.3623383084577111,-0.21227963391833493
137,68,0.6,0.1,J1,5.0,5.0,0.3934672503636837,0.28391775104756745,-0.10954949931611624
138,69,0.6,0.1,J0,10.0,3.0,0.6132930513595166,0.30000000000000004,-0.31329305135951657
139,69,0.6,0.1,J1,10.0,3.0,0.2408678680332734,0.04247822607187637,-0.19838964196139702
140,70,0.6,0.1,J0,10.0,4.0,0.5809092867916396,0.3178036605657238,-0.26310562622591577
141,70,0.6,0.1,J1,10.0,4.0,0.2089184112570577,0.08844097648216112,-0.12047743477489659
142,71,0.6,0.1,J0,10.0,5.0,0.574617942376046,0.3623383084577111,-0.21227963391833493
143,71,0.6,0.1,J1,10.0,5.0,0.2481228604141063,0.15833924170228725,-0.08978361871181906
144,72,0.6,0.2,J0,2.0,3.0,0.6132930513595166,0.3666666666666667,-0.24662638469284992
145,72,0.6,0.2,J1,2.0,3.0,0.480988883297143,0.33445822462280206,-0.14653065867434095
146,73,0.6,0.2,J0,2.0,4.0,0.5809092867916396,0.3785357737104824,-0.20237351308115714
147,73,0.6,0.2,J1,2.0,4.0,0.48318781591900206,0.38933764852490027,-0.09385016739410179
148,74,0.6,0.2,J0,2.0,5.0,0.574617942376046,0.42104477611940305,-0.15357316625664297
149,74,0.6,0.2,J1,2.0,5.0,0.4999331667827436,0.42794378874640704,-0.07198937803633654
150,75,0.6,0.2,J0,5.0,3.0,0.6132930513595166,0.3666666666666667,-0.24662638469284992
151,75,0.6,0.2,J1,5.0,3.0,0.35366234746926145,0.19999964832367104,-0.15366269914559041
152,76,0.6,0.2,J0,5.0,4.0,0.5809092867916396,0.3785357737104824,-0.20237351308115714
153,76,0.6,0.2,J1,5.0,4.0,0.3563981599949014,0.3019741561217405,-0.054424003873160876
154,77,0.6,0.2,J0,5.0,5.0,0.574617942376046,0.42104477611940305,-0.15357316625664297
155,77,0.6,0.2,J1,5.0,5.0,0.3934672503636837,0.38583313168171784,-0.00763411868196584
156,78,0.6,0.2,J0,10.0,3.0,0.6132930513595166,0.3666666666666667,-0.24662638469284992
157,78,0.6,0.2,J1,10.0,3.0,0.2408678680332734,0.09180312021604728,-0.14906474781722612
158,79,0.6,0.2,J0,10.0,4.0,0.5809092867916396,0.3785357737104824,-0.20237351308115714
159,79,0.6,0.2,J1,10.0,4.0,0.2089184112570577,0.16490538025866122,-0.044013030998396485
160,80,0.6,0.2,J0,10.0,5.0,0.574617942376046,0.42104477611940305,-0.15357316625664297
161,80,0.6,0.2,J1,10.0,5.0,0.2481228604141063,0.27339074776494493,0.025267887350838625
162,81,0.6,0.3,J0,2.0,3.0,0.6132930513595166,0.45,-0.1632930513595166
163,81,0.6,0.3,J1,2.0,3.0,0.480988883297143,0.5010280970201652,0.020039213723022142
164,82,0.6,0.3,J0,2.0,4.0,0.5809092867916396,0.454242928452579,-0.12666635833906054
165,82,0.6,0.3,J1,2.0,4.0,0.48318781591900206,0.5016151324335397,0.01842731651453766
166,83,0.6,0.3,J0,2.0,5.0,0.574617942376046,0.47328358208955246,-0.10133436028649356
167,83,0.6,0.3,J1,2.0,5.0,0.4999331667827436,0.5004095755579935,0.00047640877524990355
168,84,0.6,0.3,J0,5.0,3.0,0.6132930513595166,0.45,-0.1632930513595166
169,84,0.6,0.3,J1,5.0,3.0,0.35366234746926145,0.40793678144803736,0.054274433978775904
170,85,0.6,0.3,J0,5.0,4.0,0.5809092867916396,0.454242928452579,-0.12666635833906054
171,85,0.6,0.3,J1,5.0,4.0,0.3563981599949014,0.47023102989456156,0.11383286989966018
172,86,0.6,0.3,J0,5.0,5.0,0.574617942376046,0.47328358208955246,-0.10133436028649356
173,86,0.6,0.3,J1,5.0,5.0,0.3934672503636837,0.4939415030180093,0.10047425265432564
174,87,0.6,0.3,J0,10.0,3.0,0.6132930513595166,0.45,-0.1632930513595166
175,87,0.6,0.3,J1,10.0,3.0,0.2408678680332734,0.2958407915759201,0.054972923542646684
176,88,0.6,0.3,J0,10.0,4.0,0.5809092867916396,0.454242928452579,-0.12666635833906054
177,88,0.6,0.3,J1,10.0,4.0,0.2089184112570577,0.36771756468638844,0.15879915342933074
178,89,0.6,0.3,J0,10.0,5.0,0.574617942376046,0.47328358208955246,-0.10133436028649356
179,89,0.6,0.3,J1,10.0,5.0,0.2481228604141063,0.4379281477958352,0.18980528738172892
180,90,0.6,0.4,J0,2.0,3.0,0.6132930513595166,0.5499999999999999,-0.06329305135951668
181,90,0.6,0.4,J1,2.0,3.0,0.480988883297143,0.6445382767251752,0.16354939342803215
182,91,0.6,0.4,J0,2.0,4.0,0.5809092867916396,0.5407653910149751,-0.04014389577666444
183,91,0.6,0.4,J1,2.0,4.0,0.48318781591900206,0.6149534969717702,0.1317656810527681
184,92,0.6,0.4,J0,2.0,5.0,0.574617942376046,0.5270149253731343,-0.047603017002911696
185,92,0.6,0.4,J1,2.0,5.0,0.4999331667827436,0.5784732235688269,0.07854005678608333
186,93,0.6,0.4,J0,5.0,3.0,0.6132930513595166,0.5499999999999999,-0.06329305135951668
187,93,0.6,0.4,J1,5.0,3.0,0.35366234746926145,0.684449801755006,0.3307874542857446
188,94,0.6,0.4,J0,5.0,4.0,0.5809092867916396,0.5407653910149751,-0.04014389577666444
189,94,0.6,0.4,J1,5.0,4.0,0.3563981599949014,0.6728715061667756,0.3164733461718742
190,95,0.6,0.4,J0,5.0,5.0,0.574617942376046,0.5270149253731343,-0.047603017002911696
191,95,0.6,0.4,J1,5.0,5.0,0.3934672503636837,0.6140008893989091,0.22053363903522538
192,96,0.6,0.4,J0,10.0,3.0,0.6132930513595166,0.5499999999999999,-0.06329305135951668
193,96,0.6,0.4,J1,10.0,3.0,0.2408678680332734,0.7155463672158304,0.474678499182557
194,97,0.6,0.4,J0,10.0,4.0,0.5809092867916396,0.5407653910149751,-0.04014389577666444
195,97,0.6,0.4,J1,10.0,4.0,0.2089184112570577,0.7206074928578576,0.5116890816008
196,98,0.6,0.4,J0,10.0,5.0,0.574617942376046,0.5270149253731343,-0.047603017002911696
197,98,0.6,0.4,J1,10.0,5.0,0.2481228604141063,0.6520664240194326,0.4039435636053263
198,99,0.6,0.5,J0,2.0,3.0,0.6132930513595166,0.6,-0.013293051359516639
199,99,0.6,0.5,J1,2.0,3.0,0.480988883297143,0.7632554396124218,0.2822665563152788
200,100,0.6,0.5,J0,2.0,4.0,0.5809092867916396,0.6139767054908485,0.03306741869920893
201,100,0.6,0.5,J1,2.0,4.0,0.48318781591900206,0.7124518165447077,0.22926400062570562
202,101,0.6,0.5,J0,2.0,5.0,0.574617942376046,0.5815920398009952,0.006974097424949144
203,101,0.6,0.5,J1,2.0,5.0,0.4999331667827436,0.6564498185673038,0.1565166517845602
204,102,0.6,0.5,J0,5.0,3.0,0.6132930513595166,0.6,-0.013293051359516639
205,102,0.6,0.5,J1,5.0,3.0,0.35366234746926145,0.8823367020373852,0.5286743545681238
206,103,0.6,0.5,J0,5.0,4.0,0.5809092867916396,0.6139767054908485,0.03306741869920893
207,103,0.6,0.5,J1,5.0,4.0,0.3563981599949014,0.8310997196606057,0.4747015596657043
208,104,0.6,0.5,J0,5.0,5.0,0.574617942376046,0.5815920398009952,0.006974097424949144
209,104,0.6,0.5,J1,5.0,5.0,0.3934672503636837,0.728527687139999,0.33506043677631536
210,105,0.6,0.5,J0,10.0,3.0,0.6132930513595166,0.6,-0.013293051359516639
211,105,0.6,0.5,J1,10.0,3.0,0.2408678680332734,0.9704437163654489,0.7295758483321755
212,106,0.6,0.5,J0,10.0,4.0,0.5809092867916396,0.6139767054908485,0.03306741869920893
213,106,0.6,0.5,J1,10.0,4.0,0.2089184112570577,0.9408234112291521,0.7319049999720945
214,107,0.6,0.5,J0,10.0,5.0,0.574617942376046,0.5815920398009952,0.006974097424949144
215,107,0.6,0.5,J1,10.0,5.0,0.2481228604141063,0.8373442297060703,0.5892213692919639
216,108,0.7,0.0,J0,2.0,3.0,0.6767371601208458,0.30000000000000004,-0.3767371601208458
217,108,0.7,0.0,J1,2.0,3.0,0.5726648849055715,0.24303035124112962,-0.32963453366444195
218,109,0.7,0.0,J0,2.0,4.0,0.6375781081663435,0.3061564059900167,-0.3314217021763268
219,109,0.7,0.0,J1,2.0,4.0,0.5545674474727893,0.2919110817815223,-0.262656365691267
220,110,0.7,0.0,J0,2.0,5.0,0.6204648572504959,0.3537313432835817,-0.26673351396691425
221,110,0.7,0.0,J1,2.0,5.0,0.5618718571190893,0.3493377653396558,-0.21253409177943344
222,111,0.7,0.0,J0,5.0,3.0,0.6767371601208458,0.30000000000000004,-0.3767371601208458
223,111,0.7,0.0,J1,5.0,3.0,0.49213996506666524,0.1448840281760541,-0.3472559368906111
224,112,0.7,0.0,J0,5.0,4.0,0.6375781081663435,0.3061564059900167,-0.3314217021763268
225,112,0.7,0.0,J1,5.0,4.0,0.4567777384587716,0.1924646166504919,-0.2643131218082797
226,113,0.7,0.0,J0,5.0,5.0,0.6204648572504959,0.3537313432835817,-0.26673351396691425
227,113,0.7,0.0,J1,5.0,5.0,0.47167558812977783,0.26898802303020725,-0.2026875650995706
228,114,0.7,0.0,J0,10.0,3.0,0.6767371601208458,0.30000000000000004,-0.3767371601208458
229,114,0.7,0.0,J1,10.0,3.0,0.4325795095046946,0.07498636144425051,-0.35759314806044407
230,115,0.7,0.0,J0,10.0,4.0,0.6375781081663435,0.3061564059900167,-0.3314217021763268
231,115,0.7,0.0,J1,10.0,4.0,0.3569071531959978,0.10323036872095585,-0.25367678447504194
232,116,0.7,0.0,J0,10.0,5.0,0.6204648572504959,0.3537313432835817,-0.26673351396691425
233,116,0.7,0.0,J1,10.0,5.0,0.36450589710152587,0.16422196961952662,-0.20028392748199925
234,117,0.7,0.1,J0,2.0,3.0,0.6767371601208458,0.35000000000000003,-0.3267371601208458
235,117,0.7,0.1,J1,2.0,3.0,0.5726648849055715,0.3524009429828456,-0.22026394192272597
236,118,0.7,0.1,J0,2.0,4.0,0.6375781081663435,0.38602329450915146,-0.25155481365719207
237,118,0.7,0.1,J1,2.0,4.0,0.5545674474727893,0.3896624423357349,-0.16490500513705442
238,119,0.7,0.1,J0,2.0,5.0,0.6204648572504959,0.4145771144278604,-0.20588774282263556
239,119,0.7,0.1,J1,2.0,5.0,0.5618718571190893,0.42626561906840066,-0.1356062380506886
240,120,0.7,0.1,J0,5.0,3.0,0.6767371601208458,0.35000000000000003,-0.3267371601208458
241,120,0.7,0.1,J1,5.0,3.0,0.49213996506666524,0.23849852551301826,-0.253641439553647
242,121,0.7,0.1,J0,5.0,4.0,0.6375781081663435,0.38602329450915146,-0.25155481365719207
243,121,0.7,0.1,J1,5.0,4.0,0.4567777384587716,0.29947066837150194,-0.15730707008726968
244,122,0.7,0.1,J0,5.0,5.0,0.6204648572504959,0.4145771144278604,-0.20588774282263556
245,122,0.7,0.1,J1,5.0,5.0,0.47167558812977783,0.36554976323092103,-0.1061258248988568
246,123,0.7,0.1,J0,10.0,3.0,0.6767371601208458,0.35000000000000003,-0.3267371601208458
247,123,0.7,0.1,J1,10.0,3.0,0.4325795095046946,0.16250856425231233,-0.2700709452523823
248,124,0.7,0.1,J0,10.0,4.0,0.6375781081663435,0.38602329450915146,-0.25155481365719207
249,124,0.7,0.1,J1,10.0,4.0,0.3569071531959978,0.1969443108316098,-0.159962842364388
250,125,0.7,0.1,J0,10.0,5.0,0.6204648572504959,0.4145771144278604,-0.20588774282263556
251,125,0.7,0.1,J1,10.0,5.0,0.36450589710152587,0.2623370392249385,-0.10216885787658736
252,126,0.7,0.2,J0,2.0,3.0,0.6767371601208458,0.41666666666666663,-0.2600704934541792
253,126,0.7,0.2,J1,2.0,3.0,0.5726648849055715,0.44077935988305345,-0.1318855250225181
