model,samples,burn,lag,verbose,chain,fold,experiment
rsa-hom,100,20000,1999,false,22,9,replication
rsa-hom,100,20000,1999,false,23,0,original
rsa-hom,100,20000,1999,false,23,0,replication
rsa-hom,100,20000,1999,false,23,1,original
rsa-hom,100,20000,1999,false,23,1,replication
rsa-hom,100,20000,1999,false,23,2,original
rsa-hom,100,20000,1999,false,23,2,replication
rsa-hom,100,20000,1999,false,23,3,original
rsa-hom,100,20000,1999,false,23,3,replication
rsa-hom,100,20000,1999,false,23,4,original
rsa-hom,100,20000,1999,false,23,4,replication
rsa-hom,100,20000,1999,false,23,5,original
rsa-hom,100,20000,1999,false,23,5,replication
rsa-hom,100,20000,1999,false,23,6,original
rsa-hom,100,20000,1999,false,23,6,replication
rsa-hom,100,20000,1999,false,23,7,original
rsa-hom,100,20000,1999,false,23,7,replication
rsa-hom,100,20000,1999,false,23,8,original
rsa-hom,100,20000,1999,false,23,8,replication
rsa-hom,100,20000,1999,false,23,9,original
rsa-hom,100,20000,1999,false,23,9,replication
rsa-hom,100,20000,1999,false,24,0,original
rsa-hom,100,20000,1999,false,24,0,replication
rsa-hom,100,20000,1999,false,24,1,original
rsa-hom,100,20000,1999,false,24,1,replication
rsa-hom,100,20000,1999,false,24,2,original
rsa-hom,100,20000,1999,false,24,2,replication
rsa-hom,100,20000,1999,false,24,3,original
rsa-hom,100,20000,1999,false,24,3,replication
rsa-hom,100,20000,1999,false,24,4,original
rsa-hom,100,20000,1999,false,24,4,replication
rsa-hom,100,20000,1999,false,24,5,original
rsa-hom,100,20000,1999,false,24,5,replication
rsa-hom,100,20000,1999,false,24,6,original
rsa-hom,100,20000,1999,false,24,6,replication
rsa-hom,100,20000,1999,false,24,7,original
rsa-hom,100,20000,1999,false,24,7,replication
rsa-hom,100,20000,1999,false,24,8,original
rsa-hom,100,20000,1999,false,24,8,replication
rsa-hom,100,20000,1999,false,24,9,original
rsa-hom,100,20000,1999,false,24,9,replication
rsa-hom,100,20000,1999,false,25,0,original
rsa-hom,100,20000,1999,false,25,0,replication
rsa-hom,100,20000,1999,false,25,1,original
rsa-hom,100,20000,1999,false,25,1,replication
rsa-hom,100,20000,1999,false,25,2,original
rsa-hom,100,20000,1999,false,25,2,replication
rsa-hom,100,20000,1999,false,25,3,original
rsa-hom,100,20000,1999,false,25,3,replication
rsa-hom,100,20000,1999,false,25,4,original
rsa-hom,100,20000,1999,false,25,4,replication
rsa-hom,100,20000,1999,false,25,5,original
rsa-hom,100,20000,1999,false,25,5,replication
rsa-hom,100,20000,1999,false,25,6,original
rsa-hom,100,20000,1999,false,25,6,replication
rsa-hom,100,20000,1999,false,25,7,original
rsa-hom,100,20000,1999,false,25,7,replication
rsa-hom,100,20000,1999,false,25,8,original
rsa-hom,100,20000,1999,false,25,8,replication
rsa-hom,100,20000,1999,false,25,9,original
rsa-hom,100,20000,1999,false,25,9,replication
rsa-hom,100,20000,1999,false,26,0,original
rsa-hom,100,20000,1999,false,26,0,replication
rsa-hom,100,20000,1999,false,26,1,original
rsa-hom,100,20000,1999,false,26,1,replication
rsa-hom,100,20000,1999,false,26,2,original
rsa-hom,100,20000,1999,false,26,2,replication
rsa-hom,100,20000,1999,false,26,3,original
rsa-hom,100,20000,1999,false,26,3,replication
rsa-hom,100,20000,1999,false,26,4,original
rsa-hom,100,20000,1999,false,26,4,replication
rsa-hom,100,20000,1999,false,26,5,original
rsa-hom,100,20000,1999,false,26,5,replication
rsa-hom,100,20000,1999,false,26,6,original
rsa-hom,100,20000,1999,false,26,6,replication
rsa-hom,100,20000,1999,false,26,7,original
rsa-hom,100,20000,1999,false,26,7,replication
rsa-hom,100,20000,1999,false,26,8,original
rsa-hom,100,20000,1999,false,26,8,replication
rsa-hom,100,20000,1999,false,26,9,original
rsa-hom,100,20000,1999,false,26,9,replication
rsa-hom,100,20000,1999,false,27,0,original
rsa-hom,100,20000,1999,false,27,0,replication
rsa-hom,100,20000,1999,false,27,1,original
rsa-hom,100,20000,1999,false,27,1,replication
rsa-hom,100,20000,1999,false,27,2,original
rsa-hom,100,20000,1999,false,27,2,replication
rsa-hom,100,20000,1999,false,27,3,original
rsa-hom,100,20000,1999,false,27,3,replication
rsa-hom,100,20000,1999,false,27,4,original
rsa-hom,100,20000,1999,false,27,4,replication
rsa-hom,100,20000,1999,false,27,5,original
rsa-hom,100,20000,1999,false,27,5,replication
rsa-hom,100,20000,1999,false,27,6,original
rsa-hom,100,20000,1999,false,27,6,replication
rsa-hom,100,20000,1999,false,27,7,original
rsa-hom,100,20000,1999,false,27,7,replication
rsa-hom,100,20000,1999,false,27,8,original
rsa-hom,100,20000,1999,false,27,8,replication
rsa-hom,100,20000,1999,false,27,9,original
rsa-hom,100,20000,1999,false,27,9,replication
rsa-hom,100,20000,1999,false,28,0,original
rsa-hom,100,20000,1999,false,28,0,replication
rsa-hom,100,20000,1999,false,28,1,original
rsa-hom,100,20000,1999,false,28,1,replication
rsa-hom,100,20000,1999,false,28,2,original
rsa-hom,100,20000,1999,false,28,2,replication
rsa-hom,100,20000,1999,false,28,3,original
rsa-hom,100,20000,1999,false,28,3,replication
rsa-hom,100,20000,1999,false,28,4,original
rsa-hom,100,20000,1999,false,28,4,replication
rsa-hom,100,20000,1999,false,28,5,original
rsa-hom,100,20000,1999,false,28,5,replication
rsa-hom,100,20000,1999,false,28,6,original
rsa-hom,100,20000,1999,false,28,6,replication
rsa-hom,100,20000,1999,false,28,7,original
rsa-hom,100,20000,1999,false,28,7,replication
rsa-hom,100,20000,1999,false,28,8,original
rsa-hom,100,20000,1999,false,28,8,replication
rsa-hom,100,20000,1999,false,28,9,original
rsa-hom,100,20000,1999,false,28,9,replication
rsa-hom,100,20000,1999,false,29,0,original
rsa-hom,100,20000,1999,false,29,0,replication
rsa-hom,100,20000,1999,false,29,1,original
rsa-hom,100,20000,1999,false,29,1,replication
rsa-hom,100,20000,1999,false,29,2,original
rsa-hom,100,20000,1999,false,29,2,replication
rsa-hom,100,20000,1999,false,29,3,original
rsa-hom,100,20000,1999,false,29,3,replication
rsa-hom,100,20000,1999,false,29,4,original
rsa-hom,100,20000,1999,false,29,4,replication
rsa-hom,100,20000,1999,false,29,5,original
rsa-hom,100,20000,1999,false,29,5,replication
rsa-hom,100,20000,1999,false,29,6,original
rsa-hom,100,20000,1999,false,29,6,replication
rsa-hom,100,20000,1999,false,29,7,original
rsa-hom,100,20000,1999,false,29,7,replication
rsa-hom,100,20000,1999,false,29,8,original
rsa-hom,100,20000,1999,false,29,8,replication
rsa-hom,100,20000,1999,false,29,9,original
rsa-hom,100,20000,1999,false,29,9,replication
rsa-hom,100,20000,1999,false,30,0,original
rsa-hom,100,20000,1999,false,30,0,replication
rsa-hom,100,20000,1999,false,30,1,original
rsa-hom,100,20000,1999,false,30,1,replication
rsa-hom,100,20000,1999,false,30,2,original
rsa-hom,100,20000,1999,false,30,2,replication
rsa-hom,100,20000,1999,false,30,3,original
rsa-hom,100,20000,1999,false,30,3,replication
rsa-hom,100,20000,1999,false,30,4,original
rsa-hom,100,20000,1999,false,30,4,replication
rsa-hom,100,20000,1999,false,30,5,original
rsa-hom,100,20000,1999,false,30,5,replication
rsa-hom,100,20000,1999,false,30,6,original
rsa-hom,100,20000,1999,false,30,6,replication
rsa-hom,100,20000,1999,false,30,7,original
rsa-hom,100,20000,1999,false,30,7,replication
rsa-hom,100,20000,1999,false,30,8,original
rsa-hom,100,20000,1999,false,30,8,replication
rsa-hom,100,20000,1999,false,30,9,original
rsa-hom,100,20000,1999,false,30,9,replication
rsa-hom,100,20000,1999,false,31,0,original
rsa-hom,100,20000,1999,false,31,0,replication
rsa-hom,100,20000,1999,false,31,1,original
rsa-hom,100,20000,1999,false,31,1,replication
rsa-hom,100,20000,1999,false,31,2,original
rsa-hom,100,20000,1999,false,31,2,replication
rsa-hom,100,20000,1999,false,31,3,original
rsa-hom,100,20000,1999,false,31,3,replication
rsa-hom,100,20000,1999,false,31,4,original
rsa-hom,100,20000,1999,false,31,4,replication
rsa-hom,100,20000,1999,false,31,5,original
rsa-hom,100,20000,1999,false,31,5,replication
rsa-hom,100,20000,1999,false,31,6,original
rsa-hom,100,20000,1999,false,31,6,replication
rsa-hom,100,20000,1999,false,31,7,original
rsa-hom,100,20000,1999,false,31,7,replication
rsa-hom,100,20000,1999,false,31,8,original
rsa-hom,100,20000,1999,false,31,8,replication
rsa-hom,100,20000,1999,false,31,9,original
rsa-hom,100,20000,1999,false,31,9,replication
rsa-hom,100,20000,1999,false,32,0,original
rsa-hom,100,20000,1999,false,32,0,replication
rsa-hom,100,20000,1999,false,32,1,original
rsa-hom,100,20000,1999,false,32,1,replication
rsa-hom,100,20000,1999,false,32,2,original
rsa-hom,100,20000,1999,false,32,2,replication
rsa-hom,100,20000,1999,false,32,3,original
rsa-hom,100,20000,1999,false,32,3,replication
rsa-hom,100,20000,1999,false,32,4,original
rsa-hom,100,20000,1999,false,32,4,replication
rsa-hom,100,20000,1999,false,32,5,original
rsa-hom,100,20000,1999,false,32,5,replication
rsa-hom,100,20000,1999,false,32,6,original
rsa-hom,100,20000,1999,false,32,6,replication
rsa-hom,100,20000,1999,false,32,7,original
rsa-hom,100,20000,1999,false,32,7,replication
rsa-hom,100,20000,1999,false,32,8,original
rsa-hom,100,20000,1999,false,32,8,replication
rsa-hom,100,20000,1999,false,32,9,original
rsa-hom,100,20000,1999,false,32,9,replication
rsa-hom,100,20000,1999,false,33,0,original
rsa-hom,100,20000,1999,false,33,0,replication
rsa-hom,100,20000,1999,false,33,1,original
rsa-hom,100,20000,1999,false,33,1,replication
rsa-hom,100,20000,1999,false,33,2,original
rsa-hom,100,20000,1999,false,33,2,replication
rsa-hom,100,20000,1999,false,33,3,original
rsa-hom,100,20000,1999,false,33,3,replication
rsa-hom,100,20000,1999,false,33,4,original
rsa-hom,100,20000,1999,false,33,4,replication
rsa-hom,100,20000,1999,false,33,5,original
rsa-hom,100,20000,1999,false,33,5,replication
rsa-hom,100,20000,1999,false,33,6,original
rsa-hom,100,20000,1999,false,33,6,replication
rsa-hom,100,20000,1999,false,33,7,original
rsa-hom,100,20000,1999,false,33,7,replication
rsa-hom,100,20000,1999,false,33,8,original
rsa-hom,100,20000,1999,false,33,8,replication
rsa-hom,100,20000,1999,false,33,9,original
rsa-hom,100,20000,1999,false,33,9,replication
rsa-hom,100,20000,1999,false,34,0,original
rsa-hom,100,20000,1999,false,34,0,replication
rsa-hom,100,20000,1999,false,34,1,original
rsa-hom,100,20000,1999,false,34,1,replication
rsa-hom,100,20000,1999,false,34,2,original
rsa-hom,100,20000,1999,false,34,2,replication
rsa-hom,100,20000,1999,false,34,3,original
rsa-hom,100,20000,1999,false,34,3,replication
rsa-hom,100,20000,1999,false,34,4,original
rsa-hom,100,20000,1999,false,34,4,replication
rsa-hom,100,20000,1999,false,34,5,original
rsa-hom,100,20000,1999,false,34,5,replication
rsa-hom,100,20000,1999,false,34,6,original
rsa-hom,100,20000,1999,false,34,6,replication
rsa-hom,100,20000,1999,false,34,7,original
rsa-hom,100,20000,1999,false,34,7,replication
rsa-hom,100,20000,1999,false,34,8,original
rsa-hom,100,20000,1999,false,34,8,replication
rsa-hom,100,20000,1999,false,34,9,original
rsa-hom,100,20000,1999,false,34,9,replication
rsa-hom,100,20000,1999,false,35,0,original
rsa-hom,100,20000,1999,false,35,0,replication
rsa-hom,100,20000,1999,false,35,1,original
rsa-hom,100,20000,1999,false,35,1,replication
rsa-hom,100,20000,1999,false,35,2,original
rsa-hom,100,20000,1999,false,35,2,replication
rsa-hom,100,20000,1999,false,35,3,original
rsa-hom,100,20000,1999,false,35,3,replication
rsa-hom,100,20000,1999,false,35,4,original
rsa-hom,100,20000,1999,false,35,4,replication
rsa-hom,100,20000,1999,false,35,5,original
rsa-hom,100,20000,1999,false,35,5,replication
rsa-hom,100,20000,1999,false,35,6,original
rsa-hom,100,20000,1999,false,35,6,replication
rsa-hom,100,20000,1999,false,35,7,original
rsa-hom,100,20000,1999,false,35,7,replication
rsa-hom,100,20000,1999,false,35,8,original
rsa-hom,100,20000,1999,false,35,8,replication
rsa-hom,100,20000,1999,false,35,9,original
rsa-hom,100,20000,1999,false,35,9,replication
rsa-hom,100,20000,1999,false,36,0,original
rsa-hom,100,20000,1999,false,36,0,replication
rsa-hom,100,20000,1999,false,36,1,original
rsa-hom,100,20000,1999,false,36,1,replication
rsa-hom,100,20000,1999,false,36,2,original
rsa-hom,100,20000,1999,false,36,2,replication
rsa-hom,100,20000,1999,false,36,3,original
rsa-hom,100,20000,1999,false,36,3,replication
rsa-hom,100,20000,1999,false,36,4,original
rsa-hom,100,20000,1999,false,36,4,replication
rsa-hom,100,20000,1999,false,36,5,original
rsa-hom,100,20000,1999,false,36,5,replication
rsa-hom,100,20000,1999,false,36,6,original
rsa-hom,100,20000,1999,false,36,6,replication
rsa-hom,100,20000,1999,false,36,7,original
rsa-hom,100,20000,1999,false,36,7,replication
rsa-hom,100,20000,1999,false,36,8,original
rsa-hom,100,20000,1999,false,36,8,replication
rsa-hom,100,20000,1999,false,36,9,original
rsa-hom,100,20000,1999,false,36,9,replication
rsa-hom,100,20000,1999,false,37,0,original
rsa-hom,100,20000,1999,false,37,0,replication
rsa-hom,100,20000,1999,false,37,1,original
rsa-hom,100,20000,1999,false,37,1,replication
rsa-hom,100,20000,1999,false,37,2,original
rsa-hom,100,20000,1999,false,37,2,replication
rsa-hom,100,20000,1999,false,37,3,original
rsa-hom,100,20000,1999,false,37,3,replication
rsa-hom,100,20000,1999,false,37,4,original
rsa-hom,100,20000,1999,false,37,4,replication
rsa-hom,100,20000,1999,false,37,5,original
rsa-hom,100,20000,1999,false,37,5,replication
rsa-hom,100,20000,1999,false,37,6,original
rsa-hom,100,20000,1999,false,37,6,replication
rsa-hom,100,20000,1999,false,37,7,original
rsa-hom,100,20000,1999,false,37,7,replication
rsa-hom,100,20000,1999,false,37,8,original
rsa-hom,100,20000,1999,false,37,8,replication
rsa-hom,100,20000,1999,false,37,9,original
rsa-hom,100,20000,1999,false,37,9,replication
rsa-hom,100,20000,1999,false,38,0,original
rsa-hom,100,20000,1999,false,38,0,replication
rsa-hom,100,20000,1999,false,38,1,original
rsa-hom,100,20000,1999,false,38,1,replication
rsa-hom,100,20000,1999,false,38,2,original
rsa-hom,100,20000,1999,false,38,2,replication
rsa-hom,100,20000,1999,false,38,3,original
rsa-hom,100,20000,1999,false,38,3,replication
rsa-hom,100,20000,1999,false,38,4,original
rsa-hom,100,20000,1999,false,38,4,replication
rsa-hom,100,20000,1999,false,38,5,original
rsa-hom,100,20000,1999,false,38,5,replication
rsa-hom,100,20000,1999,false,38,6,original
rsa-hom,100,20000,1999,false,38,6,replication
rsa-hom,100,20000,1999,false,38,7,original
rsa-hom,100,20000,1999,false,38,7,replication
rsa-hom,100,20000,1999,false,38,8,original
rsa-hom,100,20000,1999,false,38,8,replication
rsa-hom,100,20000,1999,false,38,9,original
rsa-hom,100,20000,1999,false,38,9,replication
rsa-hom,100,20000,1999,false,39,0,original
rsa-hom,100,20000,1999,false,39,0,replication
rsa-hom,100,20000,1999,false,39,1,original
rsa-hom,100,20000,1999,false,39,1,replication
rsa-hom,100,20000,1999,false,39,2,original
rsa-hom,100,20000,1999,false,39,2,replication
rsa-hom,100,20000,1999,false,39,3,original
rsa-hom,100,20000,1999,false,39,3,replication
rsa-hom,100,20000,1999,false,39,4,original
rsa-hom,100,20000,1999,false,39,4,replication
rsa-hom,100,20000,1999,false,39,5,original
rsa-hom,100,20000,1999,false,39,5,replication
rsa-hom,100,20000,1999,false,39,6,original
rsa-hom,100,20000,1999,false,39,6,replication
rsa-hom,100,20000,1999,false,39,7,original
rsa-hom,100,20000,1999,false,39,7,replication
rsa-hom,100,20000,1999,false,39,8,original
rsa-hom,100,20000,1999,false,39,8,replication
rsa-hom,100,20000,1999,false,39,9,original
rsa-hom,100,20000,1999,false,39,9,replication
