numExp,nSticks,stick1,stick2,p_isLong_1_L0,p_isLong_2_L0,p_isLong_1_L1,p_isLong_2_L1,isWEE,WEE
243,5,0.725,0.325,0.6240970072239418,0.5343137254901961,0.3589298935331339,0.6923755686291615,True,0.4232289568297733
244,5,0.725,0.275,0.6240970072239418,0.49999999999999994,0.3589298935331339,0.5677321287478524,True,0.3328992424386603
245,5,0.725,0.225,0.6240970072239418,0.4669117647058823,0.3589298935331339,0.4500941847561629,True,0.24834953374108848
246,5,0.725,0.175,0.6240970072239418,0.4325980392156866,0.3589298935331339,0.3428737726926933,False,0.0
247,5,0.725,0.125,0.6240970072239418,0.3995098039215687,0.3589298935331339,0.26302472394683035,False,0.0
248,5,0.725,0.075,0.6240970072239418,0.36397058823529393,0.3589298935331339,0.19870046745982595,False,0.0
249,5,0.725,0.025,0.6240970072239418,0.32843137254901916,0.3589298935331339,0.15205517073793698,False,0.0
250,5,0.775,0.475,0.6519607843137251,0.655637254901961,0.4344488024923248,0.9465739150521582,False,0.0
251,5,0.775,0.425,0.6519607843137251,0.6250000000000004,0.4344488024923248,0.9109205062205472,True,0.503432488041947
252,5,0.775,0.375,0.6519607843137251,0.5943627450980391,0.4344488024923248,0.8543272521502041,True,0.47747648887356525
253,5,0.775,0.325,0.6519607843137251,0.5649509803921565,0.4344488024923248,0.7777728247973328,True,0.4303338262265765
254,5,0.775,0.275,0.6519607843137251,0.5330882352941175,0.4344488024923248,0.6677509512884485,True,0.35217469781573124
255,5,0.775,0.225,0.6519607843137251,0.49999999999999994,0.4344488024923248,0.5472347222216399,True,0.26474670404304024
256,5,0.775,0.175,0.6519607843137251,0.4669117647058823,0.4344488024923248,0.43414924937248256,False,0.0
257,5,0.775,0.125,0.6519607843137251,0.43137254901960814,0.4344488024923248,0.3354341724177184,False,0.0
258,5,0.775,0.075,0.6519607843137251,0.39583333333333337,0.4344488024923248,0.2595709956919093,False,0.0
259,5,0.775,0.025,0.6519607843137251,0.3590686274509802,0.4344488024923248,0.20197806526112635,False,0.0
260,5,0.825,0.475,0.6803405572755412,0.6874999999999998,0.5128461838398151,0.9730486977814204,False,0.0
261,5,0.825,0.425,0.6803405572755412,0.6580882352941179,0.5128461838398151,0.9492040082152996,True,0.4586101463569079
262,5,0.825,0.375,0.6803405572755412,0.6274509803921572,0.5128461838398151,0.9106293521749088,True,0.4506727452184778
263,5,0.825,0.325,0.6803405572755412,0.5980392156862746,0.5128461838398151,0.8517716854865847,True,0.4212268432360362
264,5,0.825,0.275,0.6803405572755412,0.5674019607843133,0.5128461838398151,0.7624421018482374,True,0.36253451449965024
265,5,0.825,0.225,0.6803405572755412,0.5330882352941175,0.5128461838398151,0.6421743075103756,True,0.27658044565198425
266,5,0.825,0.175,0.6803405572755412,0.49999999999999994,0.5128461838398151,0.525707506973025,True,0.19320188040875125
267,5,0.825,0.125,0.6803405572755412,0.46568627450980404,0.5128461838398151,0.4204692106093991,False,0.0
268,5,0.825,0.075,0.6803405572755412,0.42892156862745123,0.5128461838398151,0.3301853376702328,False,0.0
269,5,0.825,0.025,0.6803405572755412,0.3921568627450978,0.5128461838398151,0.2623373946735464,False,0.0
270,5,0.875,0.475,0.708462332301341,0.7193627450980389,0.586589464149772,0.9867073946116932,False,0.0
271,5,0.875,0.425,0.708462332301341,0.6899509803921569,0.586589464149772,0.9721470855493888,True,0.404068973308801
272,5,0.875,0.375,0.708462332301341,0.6617647058823533,0.586589464149772,0.9483581996267968,True,0.4084663618960126
273,5,0.875,0.325,0.708462332301341,0.6311274509803924,0.586589464149772,0.9027133342532676,True,0.3934587514244443
274,5,0.875,0.275,0.708462332301341,0.6004901960784312,0.586589464149772,0.8305769240747561,True,0.35195959614789396
275,5,0.875,0.225,0.708462332301341,0.5686274509803917,0.586589464149772,0.7311395381615102,True,0.2843849553326876
276,5,0.875,0.175,0.708462332301341,0.5343137254901961,0.586589464149772,0.61372079978438,True,0.20127994244575298
277,5,0.875,0.125,0.708462332301341,0.49999999999999994,0.586589464149772,0.5043433372836844,False,0.0
278,5,0.875,0.075,0.708462332301341,0.46323529411764724,0.586589464149772,0.4069351536710815,False,0.0
279,5,0.875,0.025,0.708462332301341,0.42524509803921595,0.586589464149772,0.3283302867469511,False,0.0
280,5,0.925,0.475,0.7373581011351902,0.7524509803921571,0.6547783070478941,0.9943631816844348,False,0.0
281,5,0.925,0.425,0.7373581011351902,0.7230392156862744,0.6547783070478941,0.986247535191155,True,0.34578811359217676
282,5,0.925,0.375,0.7373581011351902,0.6948529411764705,0.6547783070478941,0.9711000898894356,True,0.3588269428002613
283,5,0.925,0.325,0.7373581011351902,0.6666666666666667,0.6547783070478941,0.942124714201264,True,0.35803784162189334
284,5,0.925,0.275,0.7373581011351902,0.6360294117647061,0.6547783070478941,0.8857409209727763,True,0.3322913032953664
285,5,0.925,0.225,0.7373581011351902,0.6041666666666666,0.6547783070478941,0.8007261188773496,True,0.27913924629797904
286,5,0.925,0.175,0.7373581011351902,0.5710784313725487,0.6547783070478941,0.6956382437873609,True,0.2071396065021084
287,5,0.925,0.125,0.7373581011351902,0.5367647058823529,0.6547783070478941,0.5856397906870189,False,0.0
288,5,0.925,0.075,0.7373581011351902,0.49999999999999994,0.6547783070478941,0.4836318627321908,False,0.0
289,5,0.925,0.025,0.7373581011351902,0.46200980392156893,0.6547783070478941,0.3994086520516428,False,0.0
290,5,0.975,0.475,0.76547987616099,0.7843137254901964,0.7125055366199815,0.9975512408312408,False,0.0
291,5,0.975,0.425,0.76547987616099,0.7561274509803925,0.7125055366199815,0.9934477414744228,True,0.29029463003503886
292,5,0.975,0.375,0.76547987616099,0.7279411764705882,0.7125055366199815,0.9837783911740632,True,0.3088115542444835
293,5,0.975,0.325,0.76547987616099,0.699754901960784,0.7125055366199815,0.9630015202168576,True,0.31622095779708204
294,5,0.975,0.275,0.76547987616099,0.6715686274509807,0.7125055366199815,0.9247696088376768,True,0.3061753209277046
295,5,0.975,0.225,0.76547987616099,0.6409313725490199,0.7125055366199815,0.855888083589037,True,0.2679310505810256
296,5,0.975,0.175,0.76547987616099,0.607843137254902,0.7125055366199815,0.7616327254972041,True,0.20676392778331054
297,5,0.975,0.125,0.76547987616099,0.5747549019607843,0.7125055366199815,0.6589212642780999,False,0.0
298,5,0.975,0.075,0.76547987616099,0.5379901960784312,0.7125055366199815,0.5548387112040136,False,0.0
299,5,0.975,0.025,0.76547987616099,0.49999999999999994,0.7125055366199815,0.4669072925624073,False,0.0
