isLong,bias0,bias1,prob
long,-5,-5,0.26036004298611787
long,-5,5,0.26036004298611787
long,-5,0,0.057857787330248905
long,5,-5,0.006574186530713162
long,5,5,0.006574186530713162
long,5,0,0.0014609303401584848
long,0,-5,0.022119818009004123
long,0,5,0.022119818009004123
long,0,0,0.004915515113112025
short,-5,-5,0.051575520237646284
short,-5,5,0.051575520237646284
short,-5,0,0.011461226719476966
short,5,-5,0.0810718941132677
short,5,5,0.0810718941132677
short,5,0,0.018015976469615065
short,0,-5,0.02829853812325107
short,0,5,0.02829853812325107
short,0,0,0.006288564027389124
