isLong,bias0,bias1,prob
long,-5,-5,0.17192163438000305
long,-5,5,0.17192163438000305
long,-5,0,0.038204807640000726
long,5,-5,0.0326191359713381
long,5,5,0.0326191359713381
long,5,0,0.007248696882519764
long,0,-5,0.02734637356698902
long,0,5,0.02734637356698902
long,0,0,0.006076971903775197
short,-5,-5,0.08866673004346966
short,-5,5,0.08866673004346966
short,-5,0,0.019703717787437708
short,5,-5,0.09711088702317885
short,5,5,0.09711088702317885
short,5,0,0.02158019711626213
short,0,-5,0.032335239015021
short,0,5,0.032335239015021
short,0,0,0.007185608670004397
