isLong,bias0,bias1,prob
long,-5,-5,0.006323887168887109
long,-5,5,0.006323887168887109
long,-5,0,0.0014053082597526927
long,5,-5,0.23963679422386963
long,5,5,0.23963679422386963
long,5,0,0.05325262093863762
long,0,-5,0.02239601631861554
long,0,5,0.02239601631861554
long,0,0,0.004976892515247895
short,-5,-5,0.000017769536361135802
short,-5,5,0.000017769536361135802
short,-5,0,0.000003948785858030177
short,5,-5,0.17603510295144859
short,5,5,0.17603510295144859
short,5,0,0.03911891176698887
short,0,-5,0.005590429800818319
short,0,5,0.005590429800818319
short,0,0,0.0012423177335151813
