isLong,bias0,bias1,prob
long,-5,-5,0.23968390609101456
long,-5,5,0.23968390609101456
long,-5,0,0.05326309024244704
long,5,-5,0.011491171004382301
long,5,5,0.011491171004382301
long,5,0,0.0025535935565294036
long,0,-5,0.02447229403294273
long,0,5,0.02447229403294273
long,0,0,0.00543828756287616
short,-5,-5,0.03498508248184826
short,-5,5,0.03498508248184826
short,-5,0,0.007774462773744053
short,5,-5,0.11183621560275189
short,5,5,0.11183621560275189
short,5,0,0.024852492356167072
short,0,-5,0.02753133078706063
short,0,5,0.02753133078706063
short,0,0,0.006118073508235693
