isLong,bias0,bias1,prob
long,-2,0,0.10041402423872738
long,-5,0,0.06830580246174081
long,-10,0,0.03535698851589189
long,10,0,0.02394325157882262
long,5,0,0.062366355955868896
long,2,0,0.09428472950477165
long,0,0,0.10234774209030707
short,-2,0,0.057862100192871614
short,-5,0,0.022943629972189017
short,-10,0,0.003612011675600119
short,10,0,0.10578521013677458
short,5,0,0.12092614491366996
short,2,0,0.1152950611663907
short,0,0,0.08655694759637346
