isLong,bias0,bias1,prob
long,-5,-5,0.024688831395912204
long,-5,5,0.024688831395912204
long,-5,0,0.005486406976869386
long,5,-5,0.13503828951522426
long,5,5,0.13503828951522426
long,5,0,0.030008508781161063
long,0,-5,0.025049175028242623
long,0,5,0.025049175028242623
long,0,0,0.0055664833396094696
short,-5,-5,0.0004851713924144565
short,-5,5,0.0004851713924144565
short,-5,0,0.00010781586498099019
short,5,-5,0.2532874812267238
short,5,5,0.2532874812267238
short,5,0,0.056286106939271725
short,0,-5,0.011451051441482394
short,0,5,0.011451051441482394
short,0,0,0.0025446780981071976
