isLong,bias0,bias1,prob
long,-5,-5,0.0014417001196954525
long,-5,5,0.0014417001196954525
long,-5,0,0.0003203778043767682
long,5,-5,0.3014737128130015
long,5,5,0.3014737128130015
long,5,0,0.06699415840288943
long,0,-5,0.020050249634355394
long,0,5,0.020050249634355394
long,0,0,0.004455611029856752
short,-5,-5,0.0000011335093602558979
short,-5,5,0.0000011335093602558979
short,-5,0,2.5189096894575583e-7
short,5,-5,0.1236771535556051
short,5,5,0.1236771535556051
short,5,0,0.027483811901245735
short,0,-5,0.0033560503679822347
short,0,5,0.0033560503679822347
short,0,0,0.0007457889706627184
