isLong,bias0,bias1,prob
long,-5,-5,0.0022263955048701196
long,-5,5,0.0022263955048701196
long,-5,0,0.000494754556637805
long,5,-5,0.293588551964928
long,5,5,0.293588551964928
long,5,0,0.0652419004366504
long,0,-5,0.021254771832467715
long,0,5,0.021254771832467715
long,0,0,0.004723282629437268
short,-5,-5,0.000001945268358310897
short,-5,5,0.000001945268358310897
short,-5,0,4.3228185740242293e-7
short,5,-5,0.12922786436214137
short,5,5,0.12922786436214137
short,5,0,0.02871730319158675
short,0,-5,0.003700471067235378
short,0,5,0.003700471067235378
short,0,0,0.0008223269038300837
