isLong,bias0,bias1,prob
long,-5,-5,0.22205797002327962
long,-5,5,0.22205797002327962
long,-5,0,0.04934621556072935
long,5,-5,0.012557430279972746
long,5,5,0.012557430279972746
long,5,0,0.002790540062216169
long,0,-5,0.02356862765988605
long,0,5,0.02356862765988605
long,0,0,0.005237472813308009
short,-5,-5,0.030697610238603505
short,-5,5,0.030697610238603505
short,-5,0,0.006821691164134121
short,5,-5,0.1348631548196284
short,5,5,0.1348631548196284
short,5,0,0.02996958995991746
short,0,-5,0.0262552069786296
short,0,5,0.0262552069786296
short,0,0,0.0058344904396954635
