isLong,bias0,bias1,prob
long,-5,-5,0.15965422161420745
long,-5,5,0.15965422161420745
long,-5,0,0.03547871591426871
long,5,-5,0.038670606094432736
long,5,5,0.038670606094432736
long,5,0,0.008593468020985063
long,0,-5,0.030027979804258913
long,0,5,0.030027979804258913
long,0,0,0.0066728844009464215
short,-5,-5,0.010411437401344458
short,-5,5,0.010411437401344458
short,-5,0,0.002313652755854327
short,5,-5,0.1874113579223773
short,5,5,0.1874113579223773
short,5,0,0.04164696842719534
short,0,-5,0.023824397163379064
short,0,5,0.023824397163379064
short,0,0,0.005294310480750901
