isLong,bias0,bias1,prob
long,-5,-5,0.01150391356233596
long,-5,5,0.01150391356233596
long,-5,0,0.0025564252360746565
long,5,-5,0.1898951716354641
long,5,5,0.1898951716354641
long,5,0,0.04219892703010266
long,0,-5,0.023093059442889474
long,0,5,0.023093059442889474
long,0,0,0.00513179098730877
short,-5,-5,0.00009087864700910484
short,-5,5,0.00009087864700910484
short,-5,0,0.0000201952548909121
short,5,-5,0.2176183369660143
short,5,5,0.2176183369660143
short,5,0,0.04835963043689216
short,0,-5,0.007798639746287334
short,0,5,0.007798639746287334
short,0,0,0.0017330310547305178
