isLong,bias0,bias1,prob
long,-5,-5,0.25303034309990663
long,-5,5,0.25303034309990663
long,-5,0,0.05622896513331295
long,5,-5,0.004404592933558408
long,5,5,0.004404592933558408
long,5,0,0.000978798429679646
long,0,-5,0.01878156999042565
long,0,5,0.01878156999042565
long,0,0,0.004173682220094586
short,-5,-5,0.059031934454132594
short,-5,5,0.059031934454132594
short,-5,0,0.013118207656473903
short,5,-5,0.08778458887900731
short,5,5,0.08778458887900731
short,5,0,0.01950768641755717
short,0,-5,0.026966970642969247
short,0,5,0.026966970642969247
short,0,0,0.005992660142882052
