isLong,bias0,bias1,prob
long,-5,-5,0.002469128636886249
long,-5,5,0.002469128636886249
long,-5,0,0.0005486952526413884
long,5,-5,0.26206609649531154
long,5,5,0.26206609649531154
long,5,0,0.05823691033229137
long,0,-5,0.021541943534455196
long,0,5,0.021541943534455196
long,0,0,0.004787098563212263
short,-5,-5,0.000007792669360422181
short,-5,5,0.000007792669360422181
short,-5,0,0.0000017317043023160394
short,5,-5,0.15890377083270818
short,5,5,0.15890377083270818
short,5,0,0.03531194907393529
short,0,-5,0.005011267831278134
short,0,5,0.005011267831278134
short,0,0,0.0011136150736173625
