isLong,bias0,bias1,prob
long,-5,-5,0.013483437319784162
long,-5,5,0.013483437319784162
long,-5,0,0.0029963194043964893
long,5,-5,0.15571504224203694
long,5,5,0.15571504224203694
long,5,0,0.034603342720452485
long,0,-5,0.026700187895681793
long,0,5,0.026700187895681793
long,0,0,0.005933375087929284
short,-5,-5,0.0003536212240342228
short,-5,5,0.0003536212240342228
short,-5,0,0.00007858249422982753
short,5,-5,0.24174922546125593
short,5,5,0.24174922546125593
short,5,0,0.05372205010250129
short,0,-5,0.011998485857206979
short,0,5,0.011998485857206979
short,0,0,0.0026663301904904383
