param,val,prob
J1agentBias,6.95429618212013,0.0001
J1agentBias,6.955644526769007,0.00030000000000000003
J1agentBias,6.955664001968246,0.0001
J1agentBias,6.956897349964473,0.0002
J1agentBias,6.95953043068147,0.0001
J1agentBias,6.960323880336379,0.0001
J1agentBias,6.960557586791684,0.0001
J1agentBias,6.961250263607699,0.0001
J1agentBias,6.963425837154048,0.0002
J1agentBias,6.964226099228098,0.0001
J1agentBias,6.969780304503159,0.00030000000000000003
J1agentBias,6.970133749015107,0.0002
J1agentBias,6.97032030410806,0.0001
J1agentBias,6.971031901019202,0.0001
J1agentBias,6.971301963690529,0.0001
J1agentBias,6.976711679811992,0.0001
J1agentBias,6.976991814827867,0.0001
J1agentBias,6.977289083045071,0.0002
J1agentBias,6.977980084204188,0.0001
J1agentBias,6.978991731114741,0.0001
J1agentBias,6.979177653128646,0.0001
J1agentBias,6.981794591931686,0.0002
J1agentBias,6.983821484806686,0.0001
J1agentBias,6.98399191736662,0.0001
J1agentBias,6.987245128041807,0.0002
J1agentBias,6.988030866777215,0.0001
J1agentBias,6.989559209848178,0.0001
J1agentBias,6.992261528820393,0.0001
J1agentBias,6.996386616178943,0.0001
J1agentBias,6.996682703731441,0.0001
J1agentBias,6.997675760849539,0.0001
J1agentBias,6.997762832272793,0.0002
J1agentBias,6.998340678043078,0.0002
J1agentBias,7.000497356662548,0.0001
J1agentBias,7.00149531294747,0.00030000000000000003
J1agentBias,7.002388045293419,0.0002
J1agentBias,7.002907119758918,0.0001
J1agentBias,7.003199606430672,0.0001
J1agentBias,7.004290878877674,0.0001
J1agentBias,7.005711339114387,0.0001
J1agentBias,7.007271774243671,0.0001
J1agentBias,7.007601704536725,0.0002
J1agentBias,7.008673059180612,0.0002
J1agentBias,7.0092262253622275,0.0001
J1agentBias,7.01018409324551,0.0001
J1agentBias,7.014160796684607,0.0001
J1agentBias,7.014409224252255,0.0001
J1agentBias,7.017081566236202,0.0001
J1agentBias,7.017134379892588,0.0001
J1agentBias,7.01750083780806,0.0001
J1agentBias,7.018914129524598,0.0001
J1agentBias,7.0200117823538895,0.0001
J1agentBias,7.020217329638273,0.0001
J1agentBias,7.020622630180579,0.0001
J1agentBias,7.02422021960257,0.0001
J1agentBias,7.025249594341297,0.0001
J1agentBias,7.025809813173645,0.0001
J1agentBias,7.027637447950664,0.0001
J1agentBias,7.028130066327186,0.0002
J1agentBias,7.0289541361944945,0.0001
J1agentBias,7.028988948649218,0.0001
J1agentBias,7.029446439438026,0.0001
J1agentBias,7.02949964415356,0.0001
J1agentBias,7.030778775363682,0.0001
J1agentBias,7.031257311342164,0.0002
J1agentBias,7.031666092640661,0.0001
J1agentBias,7.03496544859733,0.0002
J1agentBias,7.0361339978626845,0.0001
J1agentBias,7.037059034932069,0.0001
J1agentBias,7.037134830990727,0.0001
J1agentBias,7.037792377211002,0.0001
J1agentBias,7.039127431101349,0.0001
J1agentBias,7.039262975866533,0.0001
J1agentBias,7.0393174751764915,0.0001
J1agentBias,7.03969225962353,0.0002
J1agentBias,7.040474817843801,0.0001
J1agentBias,7.04077729270842,0.0001
J1agentBias,7.040924277020564,0.0001
J1agentBias,7.0413012574168405,0.0001
J1agentBias,7.046524482178464,0.0001
J1agentBias,7.04800922942608,0.00030000000000000003
J1agentBias,7.048499934747603,0.00030000000000000003
J1agentBias,7.050369803323187,0.0001
J1agentBias,7.05132426236821,0.0002
J1agentBias,7.051396197828643,0.0001
J1agentBias,7.0523957830306845,0.0001
J1agentBias,7.052608152093573,0.00030000000000000003
J1agentBias,7.054176185566271,0.0001
J1agentBias,7.054507802948514,0.0002
J1agentBias,7.055290853097737,0.0001
J1agentBias,7.055815310669811,0.0001
J1agentBias,7.060826681614971,0.0002
J1agentBias,7.061182571414994,0.0001
J1agentBias,7.061827776891087,0.0001
J1agentBias,7.062670889849398,0.0001
J1agentBias,7.063776634658293,0.00030000000000000003
J1agentBias,7.064328724073615,0.0001
J1agentBias,7.064696647007924,0.0001
J1agentBias,7.064813690930372,0.0001
J1agentBias,7.065055371411672,0.0001
J1agentBias,7.06657004694126,0.0001
J1agentBias,7.067211036798982,0.0001
J1agentBias,7.067703423403714,0.0001
J1agentBias,7.069625265886774,0.0002
J1agentBias,7.070348732820795,0.0002
J1agentBias,7.071485087487164,0.00030000000000000003
J1agentBias,7.071972843539711,0.0001
J1agentBias,7.074454763352094,0.0001
J1agentBias,7.074620380849545,0.0001
J1agentBias,7.078063957857625,0.0002
J1agentBias,7.07904532641631,0.0001
J1agentBias,7.081162804140521,0.0001
J1agentBias,7.0851306047943705,0.0001
J1agentBias,7.08514072654858,0.0001
J1agentBias,7.085734382157331,0.0001
J1agentBias,7.085939274039583,0.00030000000000000003
J1agentBias,7.086589019803654,0.0001
J1agentBias,7.087275474780151,0.0001
J1agentBias,7.087507936657918,0.0001
J1agentBias,7.087971050391927,0.0001
J1agentBias,7.08882647689788,0.0001
J1agentBias,7.089052291085642,0.0001
J1agentBias,7.091085690942094,0.0001
J1agentBias,7.09187387477829,0.0001
J1agentBias,7.091926690730089,0.0001
J1agentBias,7.091950895260721,0.00030000000000000003
J1agentBias,7.093165791907932,0.0001
J1agentBias,7.093950913725415,0.0001
J1agentBias,7.095389203614525,0.0001
J1agentBias,7.096557058030667,0.0001
J1agentBias,7.096742046890167,0.0001
J1agentBias,7.097349966330895,0.0002
J1agentBias,7.097429359859529,0.0001
J1agentBias,7.097724913200955,0.0001
J1agentBias,7.098320412854246,0.0002
J1agentBias,7.103300935060786,0.0001
J1agentBias,7.10458665337346,0.0001
J1agentBias,7.1051734692226125,0.0001
J1agentBias,7.106484464270727,0.0001
J1agentBias,7.107965222393199,0.0001
J1agentBias,7.109268249046107,0.0001
J1agentBias,7.109402146654759,0.0001
J1agentBias,7.1106620944113,0.0001
J1agentBias,7.112982460321106,0.0001
J1agentBias,7.1157580433790475,0.0001
J1agentBias,7.11716824620061,0.0002
J1agentBias,7.117335714226778,0.0001
J1agentBias,7.118191486172352,0.0001
J1agentBias,7.1195925893937275,0.0001
J1agentBias,7.119737777589741,0.0002
J1agentBias,7.119783271104637,0.0001
J1agentBias,7.119786229176681,0.0002
J1agentBias,7.120319176368085,0.0001
J1agentBias,7.120986742256477,0.0001
J1agentBias,7.1218074783110685,0.0002
J1agentBias,7.121978522633419,0.0001
J1agentBias,7.123393202374613,0.0001
J1agentBias,7.124445669199851,0.0001
J1agentBias,7.127544138046323,0.0002
J1agentBias,7.130649341102671,0.0001
J1agentBias,7.130779098569805,0.00030000000000000003
J1agentBias,7.130991973721067,0.0001
J1agentBias,7.132641527664669,0.0001
J1agentBias,7.134570384277605,0.0001
J1agentBias,7.134636031437845,0.0001
J1agentBias,7.134696234256533,0.0002
J1agentBias,7.135846969732155,0.0001
J1agentBias,7.136135068466845,0.0001
J1agentBias,7.13803284407558,0.0002
J1agentBias,7.139498538371082,0.0001
J1agentBias,7.14024564867654,0.0004
J1agentBias,7.140885283768787,0.0001
J1agentBias,7.141120114318747,0.0001
J1agentBias,7.1417262355128335,0.0002
J1agentBias,7.1417305230245445,0.0001
J1agentBias,7.142313684866893,0.0001
J1agentBias,7.142759277741861,0.0001
J1agentBias,7.143969148260151,0.0002
J1agentBias,7.1447028118844464,0.0002
J1agentBias,7.145220422407048,0.0001
J1agentBias,7.145311954329268,0.0002
J1agentBias,7.146521209655209,0.0001
J1agentBias,7.14742044931767,0.0002
J1agentBias,7.148273554107085,0.0001
J1agentBias,7.148364381573149,0.0001
J1agentBias,7.1485788106574955,0.0001
J1agentBias,7.148852044152805,0.0004
J1agentBias,7.150110894108207,0.0001
J1agentBias,7.150966831671472,0.0001
J1agentBias,7.153637718212825,0.0002
J1agentBias,7.153711565207202,0.0002
J1agentBias,7.154651856348909,0.0002
J1agentBias,7.155011753496833,0.0002
J1agentBias,7.157298282574709,0.0001
J1agentBias,7.1581679831596,0.0002
J1agentBias,7.158809255785831,0.0001
J1agentBias,7.15934386691153,0.0001
J1agentBias,7.164320224538714,0.0001
J1agentBias,7.165992657642221,0.0001
J1agentBias,7.167310337014362,0.0002
J1agentBias,7.169055326003032,0.0001
J1agentBias,7.1698900618337795,0.0001
J1agentBias,7.171680049251569,0.0002
J1agentBias,7.17234178093326,0.0002
J1agentBias,7.173804715027245,0.0001
J1agentBias,7.175057142007789,0.0001
J1agentBias,7.177391788081833,0.0001
J1agentBias,7.177842515839073,0.0001
J1agentBias,7.177855567821732,0.0001
J1agentBias,7.178454432452876,0.0001
J1agentBias,7.183743828614961,0.0001
J1agentBias,7.184105421126484,0.0001
J1agentBias,7.185108696374526,0.0001
J1agentBias,7.185618452145091,0.0001
J1agentBias,7.186731328206559,0.0001
J1agentBias,7.18729217565302,0.0002
J1agentBias,7.188223009112818,0.0001
J1agentBias,7.188501949254503,0.0001
J1agentBias,7.188784574053984,0.0001
J1agentBias,7.189391439332233,0.0002
J1agentBias,7.190633742104239,0.0002
J1agentBias,7.191075092233229,0.0001
J1agentBias,7.191799163353714,0.0001
J1agentBias,7.1918435560340175,0.0002
J1agentBias,7.191889769966078,0.0001
J1agentBias,7.193483874445148,0.0001
J1agentBias,7.193588984597506,0.0001
J1agentBias,7.1946126704531785,0.0002
J1agentBias,7.1954402660641605,0.0001
J1agentBias,7.196383085514863,0.0001
J1agentBias,7.196839658168846,0.0001
J1agentBias,7.199563137298815,0.0001
J1agentBias,7.1997035559457805,0.0001
J1agentBias,7.201005141103946,0.0001
J1agentBias,7.203401363152105,0.0001
J1agentBias,7.204107839989794,0.0001
J1agentBias,7.204584507941108,0.0001
J1agentBias,7.205092851387946,0.0001
J1agentBias,7.2059938538960235,0.0001
J1agentBias,7.208072229163696,0.0002
J1agentBias,7.208283173567953,0.0001
J1agentBias,7.210611476103497,0.00030000000000000003
J1agentBias,7.210936880969205,0.0001
J1agentBias,7.212217159253948,0.0001
J1agentBias,7.214827949705983,0.0001
J1agentBias,7.216150233669337,0.0001
J1agentBias,7.216262299589081,0.0001
J1agentBias,7.2164010518686075,0.0001
J1agentBias,7.217825191819033,0.0001
J1agentBias,7.218305778359235,0.00030000000000000003
J1agentBias,7.218924451714125,0.0002
J1agentBias,7.220497927092641,0.0002
J1agentBias,7.22191744804447,0.0001
J1agentBias,7.222082961965031,0.0001
J1agentBias,7.222178310929159,0.0001
J1agentBias,7.22265668990779,0.0001
J1agentBias,7.224623270225595,0.0002
J1agentBias,7.226349222749615,0.0002
J1agentBias,7.227542326061738,0.0002
J1agentBias,7.22759963088375,0.0001
J1agentBias,7.227851347079129,0.0001
J1agentBias,7.227927652465288,0.0001
J1agentBias,7.229890718635675,0.0001
J1agentBias,7.230286086570566,0.0001
J1agentBias,7.230771644571361,0.0001
J1agentBias,7.231596845253575,0.0005
J1agentBias,7.235511129723648,0.0001
J1agentBias,7.238814219939393,0.00030000000000000003
J1agentBias,7.238878368434704,0.0001
J1agentBias,7.239391442892842,0.0002
J1agentBias,7.240107211313953,0.0002
J1agentBias,7.241411731049593,0.0001
J1agentBias,7.242640286092998,0.0001
J1agentBias,7.243333746216576,0.0001
J1agentBias,7.244263891773065,0.00030000000000000003
J1agentBias,7.246702145081395,0.0001
J1agentBias,7.247541851172005,0.0001
J1agentBias,7.248065991383444,0.0001
J1agentBias,7.248504022872974,0.0001
J1agentBias,7.249275699918082,0.0001
J1agentBias,7.249970300641632,0.0001
J1agentBias,7.250843081977875,0.0001
J1agentBias,7.252036798184538,0.0001
J1agentBias,7.254972949017213,0.0001
J1agentBias,7.255127509620763,0.0001
J1agentBias,7.255132927770239,0.0001
J1agentBias,7.2551932891338895,0.0001
J1agentBias,7.256239140760748,0.0001
J1agentBias,7.2583245404415155,0.0001
J1agentBias,7.26015015541774,0.0001
J1agentBias,7.260863602929289,0.0001
J1agentBias,7.262199194835354,0.0001
J1agentBias,7.262625774595773,0.0001
J1agentBias,7.262863134664972,0.0001
J1agentBias,7.263945121814446,0.0002
J1agentBias,7.264692922152635,0.0001
J1agentBias,7.266630704367112,0.0001
J1agentBias,7.267876567506856,0.0001
J1agentBias,7.267939784520765,0.0001
J1agentBias,7.26821146368043,0.0002
J1agentBias,7.268961712596307,0.0001
J1agentBias,7.269608630049486,0.0001
J1agentBias,7.270753668336666,0.0001
J1agentBias,7.270890403240579,0.0001
J1agentBias,7.271421192443281,0.0001
J1agentBias,7.27179103463755,0.0002
J1agentBias,7.272772625952097,0.0001
J1agentBias,7.273333658137991,0.0001
J1agentBias,7.273678789782351,0.00030000000000000003
J1agentBias,7.276289068380771,0.0001
J1agentBias,7.276737626076262,0.0001
J1agentBias,7.277542193896155,0.0002
J1agentBias,7.278759214735981,0.0001
J1agentBias,7.278983733518105,0.0001
J1agentBias,7.2790963368253765,0.0001
J1agentBias,7.279251491014602,0.0001
J1agentBias,7.279585197931484,0.0001
J1agentBias,7.280098235408213,0.0002
J1agentBias,7.2805650148214465,0.0001
J1agentBias,7.28144538499169,0.0005
J1agentBias,7.28178048606209,0.0002
J1agentBias,7.282017490806519,0.0001
J1agentBias,7.284452642700945,0.0001
J1agentBias,7.285156293839858,0.0001
J1agentBias,7.285580251731987,0.0001
J1agentBias,7.285672318353329,0.0001
J1agentBias,7.286046210619215,0.0001
J1agentBias,7.287347957264858,0.0001
J1agentBias,7.287531007857324,0.0001
J1agentBias,7.291960751645933,0.0001
J1agentBias,7.293090990054261,0.0001
J1agentBias,7.293740808614629,0.0001
J1agentBias,7.295220902795553,0.0001
J1agentBias,7.297195122140001,0.0001
J1agentBias,7.297635388926907,0.0001
J1agentBias,7.297713109540897,0.0001
J1agentBias,7.299111707173607,0.0001
J1agentBias,7.301234829191111,0.0001
J1agentBias,7.301939304621325,0.0001
J1agentBias,7.3045473944816575,0.0001
J1agentBias,7.305274978429659,0.0001
J1agentBias,7.309188826342105,0.0001
J1agentBias,7.309418297535325,0.0001
J1agentBias,7.309464646982221,0.0001
J1agentBias,7.309787945209637,0.0001
J1agentBias,7.311093408691339,0.00030000000000000003
J1agentBias,7.311327858650101,0.0001
J1agentBias,7.311329166144472,0.0001
J1agentBias,7.311877620943667,0.0001
J1agentBias,7.312371754398181,0.0001
J1agentBias,7.31308793609552,0.0001
J1agentBias,7.313320102031487,0.0001
J1agentBias,7.313458819433192,0.0001
J1agentBias,7.313720009488073,0.0001
J1agentBias,7.3145913089795895,0.0001
J1agentBias,7.316192696081374,0.0002
J1agentBias,7.316260392132309,0.0001
J1agentBias,7.316593998379226,0.0001
J1agentBias,7.317682713603309,0.0002
J1agentBias,7.318259254443385,0.0002
J1agentBias,7.31877235276546,0.0001
J1agentBias,7.319216062352478,0.0001
J1agentBias,7.319984899244785,0.0001
J1agentBias,7.320658665886446,0.0001
J1agentBias,7.321052612343869,0.0001
J1agentBias,7.321313552899395,0.0001
J1agentBias,7.321406905945783,0.0001
J1agentBias,7.322366528621802,0.0001
J1agentBias,7.322536443782767,0.0001
J1agentBias,7.323396085835631,0.0001
J1agentBias,7.323645355814499,0.0001
J1agentBias,7.324395943016895,0.0001
J1agentBias,7.327810752323439,0.0006000000000000001
J1agentBias,7.3282090431660425,0.0001
J1agentBias,7.331662494542282,0.0002
J1agentBias,7.332254002532131,0.0005
J1agentBias,7.3329688545562135,0.0001
J1agentBias,7.334027475816711,0.0002
J1agentBias,7.334085283234213,0.0001
J1agentBias,7.334749927832214,0.0001
J1agentBias,7.33558691751599,0.00030000000000000003
J1agentBias,7.33789402926568,0.0001
J1agentBias,7.338642294160608,0.0002
J1agentBias,7.339166230108134,0.0001
J1agentBias,7.33960850590814,0.0001
J1agentBias,7.3396280656993484,0.0001
J1agentBias,7.34127305803847,0.0001
J1agentBias,7.341665666011551,0.0002
J1agentBias,7.343066431251611,0.0001
J1agentBias,7.343069630503059,0.0001
J1agentBias,7.34348312027674,0.0001
J1agentBias,7.343545176557409,0.0001
J1agentBias,7.34446791889081,0.0001
J1agentBias,7.344916210194334,0.00030000000000000003
J1agentBias,7.346350333917666,0.0001
J1agentBias,7.34714916947676,0.0001
J1agentBias,7.347948712326604,0.0001
J1agentBias,7.3491120876599325,0.0001
J1agentBias,7.349964331048429,0.0001
J1agentBias,7.35100518478014,0.0001
J1agentBias,7.3512404043108495,0.0001
J1agentBias,7.351834685756554,0.0002
J1agentBias,7.352967887291378,0.0001
J1agentBias,7.3534208162643395,0.0001
J1agentBias,7.353895082833436,0.0001
J1agentBias,7.353919698381221,0.0001
J1agentBias,7.354026073434877,0.0001
J1agentBias,7.354194432350209,0.0002
J1agentBias,7.354256306764546,0.0001
J1agentBias,7.356329255942818,0.0001
J1agentBias,7.357356796703071,0.0001
J1agentBias,7.358637734008597,0.0001
J1agentBias,7.359006974362054,0.0001
J1agentBias,7.359780023627099,0.0001
J1agentBias,7.360859108837621,0.0001
J1agentBias,7.361090128244149,0.00030000000000000003
J1agentBias,7.361780025544984,0.0001
J1agentBias,7.3641599977410035,0.0001
J1agentBias,7.364898868416789,0.0002
J1agentBias,7.364958136492185,0.0001
