0,1,prob
0.425,0.075,0.06
0.625,0.875,0.09000000000000002
0.625,0.575,0.029999999999999995
0.575,0.625,0.05
0.425,0.875,0.07999999999999999
0.875,0.425,0.04000000000000001
0.875,0.625,0.09000000000000002
0.875,0.575,0.07
0.425,0.575,0.09000000000000002
0.575,0.875,0.07999999999999999
0.575,0.425,0.07
0.875,0.075,0.06
0.425,0.625,0.07
0.575,0.075,0.010000000000000005
0.075,0.875,0.020000000000000004
0.625,0.075,0.029999999999999995
0.075,0.575,0.020000000000000004
0.075,0.625,0.029999999999999995
0.075,0.425,0.010000000000000005
