0,1,prob
0.525,0.675,0.05
0.725,0.675,0.17999999999999997
0.675,0.725,0.11000000000000001
0.525,0.575,0.06
0.675,0.525,0.029999999999999995
0.675,0.175,0.05
0.575,0.725,0.06
0.575,0.675,0.07
0.525,0.725,0.07999999999999999
0.575,0.175,0.029999999999999995
0.675,0.575,0.029999999999999995
0.525,0.175,0.010000000000000005
0.725,0.525,0.05
0.575,0.525,0.04000000000000001
0.175,0.725,0.029999999999999995
0.725,0.175,0.04000000000000001
0.725,0.575,0.029999999999999995
0.175,0.525,0.020000000000000004
0.175,0.675,0.010000000000000005
0.175,0.575,0.020000000000000004
