0,1,prob
0.925,0.775,0.19
0.925,0.025,0.029999999999999995
0.925,0.475,0.11000000000000001
0.475,0.925,0.11000000000000001
0.775,0.325,0.06
0.025,0.475,0.020000000000000004
0.475,0.775,0.07999999999999999
0.775,0.925,0.17
0.775,0.475,0.06
0.925,0.325,0.029999999999999995
0.325,0.925,0.029999999999999995
0.325,0.775,0.04000000000000001
0.025,0.775,0.020000000000000004
0.775,0.025,0.010000000000000005
0.475,0.325,0.010000000000000005
0.025,0.925,0.010000000000000005
0.325,0.475,0.020000000000000004
