0,1,prob
0.525,0.925,0.05
0.525,0.225,0.06
0.225,0.375,0.020000000000000004
0.375,0.525,0.07
0.675,0.925,0.09000000000000002
0.925,0.675,0.04000000000000001
0.375,0.675,0.06
0.925,0.525,0.12000000000000001
0.225,0.525,0.07
0.925,0.225,0.05
0.925,0.375,0.04000000000000001
0.225,0.675,0.06
0.225,0.925,0.07
0.375,0.225,0.029999999999999995
0.375,0.925,0.09000000000000002
0.525,0.375,0.029999999999999995
0.675,0.375,0.020000000000000004
0.675,0.225,0.020000000000000004
0.525,0.675,0.010000000000000005
