0,1,prob
0.975,0.675,0.10000000000000002
0.125,0.775,0.029999999999999995
0.125,0.675,0.020000000000000004
0.975,0.775,0.17
0.975,0.025,0.06
0.675,0.775,0.07
0.675,0.975,0.14
0.775,0.975,0.12000000000000001
0.975,0.125,0.06
0.125,0.975,0.029999999999999995
0.675,0.125,0.010000000000000005
0.775,0.675,0.12000000000000001
0.025,0.675,0.020000000000000004
0.025,0.975,0.010000000000000005
0.775,0.125,0.010000000000000005
0.025,0.775,0.010000000000000005
0.775,0.025,0.010000000000000005
0.675,0.025,0.010000000000000005
