0,1,prob
0.975,0.175,0.04000000000000001
0.525,0.175,0.06
0.975,0.575,0.17999999999999997
0.525,0.975,0.11000000000000001
0.575,0.175,0.029999999999999995
0.975,0.525,0.07999999999999999
0.025,0.575,0.020000000000000004
0.975,0.025,0.04000000000000001
0.525,0.575,0.020000000000000004
0.175,0.975,0.10000000000000002
0.025,0.975,0.06
0.575,0.025,0.020000000000000004
0.575,0.975,0.11000000000000001
0.575,0.525,0.029999999999999995
0.175,0.575,0.05
0.175,0.525,0.020000000000000004
0.525,0.025,0.010000000000000005
0.025,0.525,0.020000000000000004
