0,1,prob
0.775,0.925,0.04000000000000001
0.675,0.925,0.029999999999999995
0.975,0.775,0.09000000000000002
0.975,0.925,0.15999999999999998
0.975,0.675,0.09000000000000002
0.975,0.475,0.06
0.775,0.975,0.07
0.925,0.775,0.09000000000000002
0.925,0.975,0.12000000000000001
0.775,0.675,0.04000000000000001
0.675,0.975,0.06
0.925,0.675,0.05
0.925,0.475,0.029999999999999995
0.775,0.475,0.010000000000000005
0.475,0.775,0.010000000000000005
0.475,0.925,0.010000000000000005
0.675,0.775,0.020000000000000004
0.475,0.975,0.020000000000000004
