0,1,prob
0.975,0.625,0.84
0.625,0.975,0.029999999999999995
0.975,0.075,0.010000000000000005
0.975,0.225,0.010000000000000005
0.975,0.425,0.07
0.425,0.975,0.029999999999999995
0.225,0.625,0.010000000000000005
