0,1,prob
0.475,0.725,0.06
0.475,0.025,0.020000000000000004
0.825,0.725,0.15999999999999998
0.825,0.475,0.06
0.475,0.825,0.07
0.725,0.475,0.05
0.025,0.725,0.06
0.725,0.525,0.04000000000000001
0.825,0.525,0.07
0.525,0.825,0.06
0.725,0.825,0.12000000000000001
0.825,0.025,0.04000000000000001
0.475,0.525,0.06
0.025,0.525,0.020000000000000004
0.025,0.825,0.020000000000000004
0.525,0.475,0.020000000000000004
0.525,0.025,0.020000000000000004
0.725,0.025,0.010000000000000005
0.525,0.725,0.04000000000000001
