0,1,prob
0.625,0.825,0.13
0.825,0.575,0.32
0.825,0.525,0.21000000000000002
0.525,0.825,0.020000000000000004
0.825,0.625,0.25
0.575,0.825,0.05
0.525,0.625,0.010000000000000005
0.625,0.525,0.010000000000000005
