0,1,prob
0.675,0.625,0.12000000000000001
0.675,0.475,0.07
0.475,0.625,0.029999999999999995
0.575,0.625,0.10000000000000002
0.675,0.575,0.07
0.675,0.125,0.04000000000000001
0.575,0.475,0.029999999999999995
0.125,0.625,0.029999999999999995
0.625,0.475,0.05
0.125,0.575,0.010000000000000005
0.125,0.675,0.04000000000000001
0.475,0.675,0.05
0.475,0.575,0.05
0.475,0.125,0.029999999999999995
0.575,0.125,0.010000000000000005
0.575,0.675,0.07999999999999999
0.625,0.575,0.09000000000000002
0.625,0.125,0.020000000000000004
0.125,0.475,0.020000000000000004
0.625,0.675,0.06
