0,1,prob
0.675,0.025,0.06
0.025,0.575,0.020000000000000004
0.725,0.575,0.04000000000000001
0.375,0.675,0.12000000000000001
0.675,0.725,0.07
0.575,0.675,0.06
0.025,0.675,0.029999999999999995
0.675,0.375,0.020000000000000004
0.375,0.725,0.07999999999999999
0.575,0.375,0.029999999999999995
0.375,0.575,0.15
0.725,0.675,0.09000000000000002
0.025,0.725,0.029999999999999995
0.575,0.725,0.07
0.725,0.025,0.07999999999999999
0.675,0.575,0.029999999999999995
0.375,0.025,0.010000000000000005
0.725,0.375,0.010000000000000005
