0,1,prob
0.875,0.925,0.22
0.725,0.925,0.10000000000000002
0.925,0.875,0.37
0.925,0.725,0.15999999999999998
0.875,0.725,0.07
0.725,0.875,0.06
0.925,0.425,0.010000000000000005
0.925,0.175,0.010000000000000005
