0,1,prob
0.575,0.875,0.06
0.575,0.075,0.05
0.325,0.575,0.10000000000000002
0.325,0.675,0.12000000000000001
0.875,0.675,0.17999999999999997
0.575,0.325,0.07999999999999999
0.875,0.575,0.10000000000000002
0.325,0.875,0.06
0.075,0.675,0.020000000000000004
0.575,0.675,0.010000000000000005
0.675,0.875,0.06
0.675,0.325,0.020000000000000004
0.075,0.875,0.029999999999999995
0.075,0.575,0.04000000000000001
0.075,0.325,0.010000000000000005
0.875,0.075,0.020000000000000004
0.875,0.325,0.020000000000000004
0.675,0.575,0.010000000000000005
0.675,0.075,0.010000000000000005
