0,1,prob
0.225,0.475,0.06
0.625,0.225,0.06
0.575,0.675,0.10000000000000002
0.575,0.475,0.07
0.625,0.475,0.029999999999999995
0.475,0.675,0.07999999999999999
0.625,0.675,0.07
0.225,0.675,0.010000000000000005
0.675,0.475,0.020000000000000004
0.575,0.225,0.07
0.675,0.575,0.04000000000000001
0.675,0.225,0.07
0.475,0.625,0.06
0.225,0.575,0.029999999999999995
0.575,0.625,0.04000000000000001
0.225,0.625,0.07
0.625,0.575,0.029999999999999995
0.475,0.225,0.04000000000000001
0.475,0.575,0.020000000000000004
0.675,0.625,0.029999999999999995
