0,1,prob
0.775,0.525,0.010000000000000005
0.775,0.625,0.06
0.925,0.775,0.22
0.775,0.925,0.15999999999999998
0.525,0.075,0.020000000000000004
0.075,0.775,0.020000000000000004
0.925,0.525,0.09000000000000002
0.525,0.925,0.06
0.625,0.925,0.09000000000000002
0.075,0.925,0.010000000000000005
0.625,0.075,0.020000000000000004
0.925,0.625,0.07
0.925,0.075,0.04000000000000001
0.525,0.775,0.04000000000000001
0.775,0.075,0.04000000000000001
0.625,0.775,0.029999999999999995
0.075,0.525,0.010000000000000005
0.075,0.625,0.010000000000000005
