0,1,prob
0.925,0.225,0.10000000000000002
0.925,0.525,0.04000000000000001
0.725,0.375,0.07
0.725,0.925,0.05
0.375,0.225,0.010000000000000005
0.525,0.925,0.07999999999999999
0.525,0.375,0.020000000000000004
0.225,0.925,0.07999999999999999
0.725,0.525,0.07
0.375,0.925,0.05
0.925,0.725,0.14
0.525,0.225,0.020000000000000004
0.525,0.725,0.07
0.375,0.525,0.010000000000000005
0.725,0.225,0.05
0.925,0.375,0.06
0.225,0.725,0.020000000000000004
0.375,0.725,0.029999999999999995
0.225,0.525,0.020000000000000004
0.225,0.375,0.010000000000000005
