0,1,prob
0.975,0.625,0.31
0.975,0.725,0.53
0.725,0.975,0.09000000000000002
0.725,0.625,0.020000000000000004
0.625,0.725,0.010000000000000005
0.625,0.975,0.029999999999999995
0.975,0.175,0.010000000000000005
